cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss,IPC,CPI
1631606071,3216848298,8154531,8906527,24502770,76159508,1775323,2588753,9888274,264828,338636,391348,7332685,3075372,12267148,1.97,0.507206408
1336427918,2893988362,7603471,9153130,24528357,74225784,1699466,2868621,9488709,265970,337147,374234,4961513,2082267,10964036,2.17,0.461794503
1855085525,3715021997,9021098,9911159,24771530,62408353,1682025,2454898,9250463,267114,294502,430508,7041880,3140282,13636009,2,0.499347117
1888326188,3708757224,10858590,8881126,25384063,75418089,1475412,2378255,12028984,288532,292442,513652,10032815,3635753,17304065,1.96,0.509153356
1882163405,3586953702,8979045,10455982,25883013,71199250,1494792,2413237,9971374,235483,335696,445918,9676059,4191566,14143453,1.91,0.524724756
1851444660,3429749339,9804858,9206574,23909876,69524652,1218073,1741495,9710581,220122,271514,407515,9698636,3971435,15981323,1.85,0.539819234
1799467229,3498031734,9394004,10352327,25918916,73816594,1506222,2518884,10074678,267693,308049,478135,8843232,3204848,14204031,1.94,0.514422786
1741140616,3541529671,9733626,9533978,25723362,74511355,1597186,2419444,8925813,266601,274861,372494,6697412,3214189,12917715,2.03,0.491635191
1711687650,3323131914,8810887,9602471,23769937,64583007,1677364,2731425,9290038,246976,344899,503433,8619892,3679753,14336245,1.94,0.515082667
1752708258,3531703583,9092804,9848005,25008777,69348054,1650404,2547748,8856959,257121,351498,473716,8465563,3605940,14458809,2.01,0.496278415
1774503772,3465262222,8526662,8954294,23270719,70037345,1342713,2279406,8425383,251887,383249,452572,9437562,4253204,15714304,1.95,0.512083548
1892599468,3738202479,9341850,10704729,26253739,74462269,1659927,2676384,9532776,255480,326803,494331,8078332,3305038,14323905,1.98,0.50628597
1793055015,3470385052,9752295,9997559,25739482,74430123,1442062,2788680,9823141,280406,414201,462815,9280199,3782336,15105157,1.94,0.516673219
1866710568,3662065257,9166615,9628468,25212348,67954914,1577480,2575129,8660800,273624,303222,522292,8611762,3569789,14750215,1.96,0.509742573
1596483682,3033835776,10609690,9126915,23985476,67607084,1462751,1989041,14718080,313390,278548,439279,8216615,3258604,12682525,1.9,0.526226137
1617887897,3067620804,8825667,9214546,23344105,57004655,1484408,2504287,10347522,241880,324655,517668,9336827,3939686,14246684,1.9,0.527408047
1773657045,3273657166,10051003,9382530,24061976,69594256,1224592,2444240,10833334,245145,327829,455950,9530685,4005109,15435643,1.85,0.541796821
1954872997,3589802729,11875542,10227544,24586892,61870039,1318303,2286740,11196842,289159,288922,497551,13677506,3530376,17877178,1.84,0.544562792
1741762454,2861914302,15523127,8072000,27111455,60957997,1258552,1720806,16957488,261473,194987,554492,15335030,3047855,19221647,1.64,0.608600493
1959331268,3418823564,14475815,8889936,28480977,84096705,1492960,2273301,14718842,312457,237905,537391,17144846,3409786,23917850,1.74,0.573101019
2268771374,3177134562,21619334,7655045,27883602,95306415,937539,1200491,21109077,358129,219438,781655,36847281,4588673,42717245,1.4,0.714093574
2189512039,2860984166,25128057,6459768,24714330,76069562,716166,804250,24810222,366803,148111,774976,38274391,4111431,42851984,1.31,0.765300299
2271906566,3207222424,24360812,6239066,27859821,91259059,732658,814007,26197803,384193,101956,782606,34448407,3833357,41212405,1.41,0.708372001
1981735473,2889044104,21591620,7721014,26777131,70181909,836558,1117886,20725330,334543,153301,652928,27628668,3813892,30840428,1.46,0.685948501
2257898827,3217392915,22680659,7421249,26238527,89666170,809910,1054665,24659864,364788,185559,713773,31092957,4257939,39331720,1.42,0.701779014
2106235188,2927400111,23369786,6594248,26809165,85781411,736552,961588,26144780,361280,143569,752923,28601876,3897674,34839104,1.39,0.719490028
2076381521,3103677887,18681663,9230206,29594210,72464427,1206924,1442388,18777270,332092,136332,631654,24765931,4101970,28865902,1.49,0.669006771
1938640780,2917298492,17475368,9655371,26437892,71735460,1103459,1458789,18338678,284683,189964,520728,21297192,3857970,29485049,1.5,0.664532884
2160893770,3264703055,20611969,8559895,29480906,77462864,1026783,1127934,19790609,370152,174525,668735,29982135,3783774,30582848,1.51,0.661895962
2107445320,2755494280,21209864,9030371,25075570,77233542,856994,1059905,22423021,349227,162025,627703,31631771,4213732,34325706,1.31,0.764815712
2079841705,2491507731,24363684,7486634,23854993,82446841,816762,872367,24074820,410995,137062,825144,42945766,4376447,43513837,1.2,0.834772326
2276480845,3011622091,25484863,7125516,27120534,81611930,768951,996554,23953065,493943,153588,816860,38625223,4603957,44188447,1.32,0.755898574
2075124089,3105547991,20050075,8760054,30186415,73725347,1046818,1450487,21316703,335854,196988,665814,24819256,4632708,32415445,1.5,0.668199009
2095919091,2924770997,21229108,8800932,27712058,74083741,1015240,1054009,23772570,389472,160926,670995,29134725,3773741,30502146,1.4,0.71660964
2156624412,2900683057,24008541,8020699,26024840,81232493,870054,1100501,23278079,347929,116420,645959,30234905,4075703,42399365,1.35,0.743488471
1704527995,2460874131,20491471,6339157,24475935,69295549,764084,876488,25281271,386051,120282,673167,29877690,3901213,34560793,1.44,0.692651434
1964248704,3190973710,16285573,9319829,25607743,63541418,1260431,1666997,18887442,366744,271820,625230,15459674,3984341,20302419,1.62,0.615564051
2128777338,3393094520,14197434,9872624,30454663,88898444,1417449,1825295,14474542,348406,275223,600452,23707807,4682187,31250549,1.59,0.627385216
2249721007,3258900260,20251649,8265505,29500334,96111892,897960,1051470,21804190,396426,217438,615149,31535613,5508549,45124461,1.45,0.690331347
2153996722,2921138415,23346790,6776805,26302701,83169357,748101,951386,25793073,410695,114847,730524,37542306,4614095,41898738,1.36,0.737382628
2193382194,3152493319,20528978,8413962,30074605,82420387,996927,1218055,20801562,415110,149275,739036,32884363,4551670,40373555,1.44,0.695761092
2114664169,2918446721,21368957,8657705,29436027,89906310,916159,951211,23410628,436385,162517,727390,27745097,4719933,40752688,1.38,0.724585497
2224581691,3093590282,21097379,9081122,24594090,86820007,958654,1121135,22025427,418936,194084,704920,32550186,5491951,39336790,1.39,0.719093832
2253176564,3079420660,23040663,7271843,23625309,99813401,891906,1232678,23363493,497791,198695,820688,37889876,4326577,44210316,1.37,0.731688461
2283840897,3004401499,22693740,10129971,26965876,82424628,1160930,873457,23564019,613614,167873,891525,32234688,4433060,37551909,1.32,0.76016501
2220483571,3277751430,21311034,7296511,26467903,92536840,993506,1065648,23171711,464652,193670,893291,30520063,4004918,33039529,1.48,0.677441111
2257836955,3179823394,21064390,8958927,27247318,88386786,1171642,1280553,22526924,485676,185515,795793,27910199,4609304,33858021,1.41,0.710051055
2147417038,2928833209,20881922,10608761,30255311,77953136,1770680,1334837,18628311,433220,177185,566536,27807409,4597912,39871016,1.36,0.733198815
2044230540,2794263933,20343756,7844606,23291665,81710424,1051610,1331840,22539846,416293,182071,708253,35372396,4146159,41177732,1.37,0.731581049
2180698584,3087729111,17775193,9657203,27109939,96692726,1179257,1352602,18371975,451869,209817,811401,32146368,5126956,40421984,1.42,0.706246729
2276016795,3019782188,22428254,7373668,25361901,102497897,758001,845290,22330568,464144,178191,795595,37826315,4805278,51319746,1.33,0.753702305
2137970029,2905643854,19273177,9378001,27757901,81596320,1156763,943861,23117533,445144,156052,781579,33567181,4942173,34001783,1.36,0.735799064
2295673411,2779812365,25928746,7394604,31839853,89237234,1100536,992474,24731418,546015,135644,912802,44854151,4729134,50023388,1.21,0.825837542
2149574460,2861451007,23737939,8447810,27327576,74967540,889898,934583,24648135,460032,142762,785736,35885296,4729179,39898936,1.33,0.751218335
2183650870,3084916851,23029075,8239439,27120046,77879693,964448,1264477,21975253,491700,166813,771615,30697541,4085623,32131942,1.41,0.707847561
1954779540,2814140720,20670394,7564411,24414144,78010082,911937,1483011,20358421,360963,214777,743884,34093648,4064729,38480796,1.44,0.694627502
2278734737,3052068109,23238785,7695499,27821184,97626000,912341,1172351,24342078,455838,178560,869132,34207185,4374703,41712928,1.34,0.746619884
2146429039,2860202099,23811064,7800977,27949011,77314670,1075556,1317821,23299607,464420,152665,814089,36630096,3927111,37708415,1.33,0.750446634
2193218047,3008356129,24092015,6718870,27398632,90024192,739935,995558,23521582,380022,155376,680349,31173645,3915430,38993241,1.37,0.729042026
2231616550,2913927408,24887472,7419371,27097699,82534225,1080447,997790,22554298,432697,149692,729055,36450611,4538826,42638024,1.31,0.765844936
2162360197,3005001606,23841326,7383114,24870948,86446633,693376,1037596,25076100,457887,157340,796372,34967457,4896151,39262752,1.39,0.719587035
1982449873,3198175590,15768096,9317439,31766982,69717144,1641824,1405206,17506924,463940,224510,574762,24941190,4232528,29380010,1.61,0.61986899
1961993636,3318402759,16172964,9078320,26773600,70872338,1064964,1448368,16847416,368923,187452,376028,20009002,4406670,23442256,1.69,0.591246385
2107495833,2999790668,20068101,8863958,24896257,86364775,1169410,1444834,20860092,443910,179088,631741,28681525,4075169,35361248,1.42,0.702547633
2204958802,3106655512,21537540,8361673,27575985,89850233,1351330,1528411,20891089,492006,171998,891546,37781007,4579736,43055727,1.41,0.709753236
2083131830,3163107859,15887721,9686493,24970196,79419535,1173097,1566636,17761593,430027,251851,626199,24726689,4521318,37600941,1.52,0.658571229
2145422409,3069277491,19185242,8228993,23070775,90257033,1088155,1420753,20152105,415339,229787,805608,32211545,3959878,35349322,1.43,0.698999167
2271229279,3145477161,21406610,7134026,27837882,108039876,887872,1074028,21941778,493504,173588,926909,45097847,4933996,45703087,1.38,0.72206192
2256151206,2678643732,25543091,6531829,24565308,103048296,707892,1007506,24977594,552420,203877,1098960,50238134,5415298,58597582,1.19,0.842273715
2280051674,2869845564,26099249,4615629,23302676,98271222,543536,632426,26762700,486031,113581,1085176,49930207,4526230,57127567,1.26,0.794485844
2291041642,2817487692,26860286,5072589,23993489,99698214,573713,672941,26716607,520835,124234,1110867,49925240,4627179,54457552,1.23,0.813150541
2244824543,2812929406,25708230,5729175,26794271,92850621,722645,720965,26184630,483614,111962,887119,41863003,4352462,51023115,1.25,0.798037995
2262565138,3083953143,24744936,7681274,27979664,83221326,1091416,973556,22534218,494622,153555,733677,35612631,4957131,44340079,1.36,0.73365743
2206956829,3040304844,25336829,7392179,26432621,75057040,901980,933831,23371964,452323,182568,751358,32201342,3934664,38147950,1.38,0.72589985
2278089096,3354085065,21909237,9149293,28077262,80022928,949957,1154052,22596041,474597,184877,805686,31898348,3925576,33868234,1.47,0.679198366
2253783668,3045169697,24942705,6981620,26465616,85628383,791270,764945,25610130,471266,133620,807093,35735311,4344356,42868614,1.35,0.740117594
2009787928,2561751244,24218736,7362946,24700128,78540413,795529,798612,25034607,456390,94458,719790,33642796,4147453,41883598,1.27,0.784536724
2021964886,2955984615,19419851,10083953,24917316,64517253,1117400,1574958,20834409,444502,172025,708561,27154523,3284988,28455414,1.46,0.684024158
2111950767,3088164684,17843695,11551935,27053461,73962309,1821862,1790859,17314323,438629,228221,771896,26578755,3561796,28148230,1.46,0.683885409
2156128737,3198884940,20559318,9968545,28819112,71435287,1625366,1198350,20721529,416441,210196,791923,24938002,3774760,30036736,1.48,0.674025099
2250934719,2978955140,21301614,10587528,28026444,60775763,1078517,1089685,21420376,365180,134714,651710,22142120,3102572,24413046,1.32,0.755612157
2238366287,3239236448,23582642,8827527,33776071,60782714,899503,1151863,21434748,362567,153037,583759,22693848,4292055,32051327,1.45,0.69101664
2083521445,3295786936,20018588,8926935,29410769,74579450,1127211,1628094,20348743,357618,161730,589909,20310193,3649326,26781909,1.58,0.632177227
2193589442,3492345993,21085895,8443854,33085991,64698348,1259334,1364584,18843214,356512,183611,519058,21115573,4008345,28609279,1.59,0.628113436
1679557314,3019717573,15190289,8380841,28481623,43503698,1040135,1851994,15724203,267705,215128,355368,13729824,2843078,16177822,1.8,0.556196821
1692329520,2872999743,15602259,7972115,27742697,52684182,989054,1635023,18757243,360715,248264,481259,16901685,3521505,18282933,1.7,0.589046179
2271700199,3633668928,18322013,9713124,36728990,69868281,1312849,1629693,17048513,390971,245911,632372,19503303,5114489,25039492,1.6,0.625180842
2122364365,3414463381,19834212,7589573,36806806,54378408,782109,1043667,19499501,352602,170917,626763,25996924,4402249,26888474,1.61,0.621580649
2262458226,3610326148,19833779,9055525,38488538,69285653,1131067,1203263,18617321,381552,162763,488035,18689814,4977566,26284702,1.6,0.626663114
2233928445,3587789291,15935685,11992814,38686704,65311762,1888712,1531577,17431226,468024,191895,538144,20396154,7393810,25636002,1.61,0.622647615
2280567286,3203273837,21475888,9308222,37683476,58237392,1224063,793329,22430291,395175,114424,597748,23005421,6160240,28955866,1.4,0.7119489
2176815925,3157399995,21240512,9584337,43274398,59719458,1030217,882532,19150467,410104,158768,402358,16246856,5805850,28255653,1.45,0.689433055
2132197317,3139770434,19600087,10451731,41938487,52450236,1210211,927802,20853844,455175,135006,335998,15190401,9776715,26020601,1.47,0.67909338
2139213816,3248504186,19510751,11108764,45053420,46136600,1600634,1127889,19764388,452363,224476,361370,11490997,6816392,20556677,1.52,0.658522721
2258161248,3319987900,17396874,11139522,44934796,46033160,1424528,992622,17301778,472375,106598,576243,18085580,8831589,27310858,1.47,0.68017153
2077459228,3116378318,17957604,10227558,45960257,43720913,1603584,1199026,20078543,478913,189574,573303,17194907,8187996,23665559,1.5,0.666626133
2119260371,3503663022,16855791,9574788,35801632,47816353,1326638,1081070,18446845,414717,141166,418405,17464564,5752539,21364917,1.65,0.60486992
2049913985,3265375869,18330984,10381558,42212163,48168013,1353385,1186718,18548266,377024,197135,460298,18522210,4965449,21458677,1.59,0.627772749
2305616934,3447049352,21794339,8768906,40519055,57318980,1230777,856176,21664122,400888,128522,484971,16715772,5502396,24504652,1.5,0.668866819
2262652303,3113258950,20901731,8822127,37866760,53688421,1271812,1009282,20570706,369679,166459,423062,18510849,5246285,24639953,1.38,0.726779346
2276190459,3400534469,20963751,9978072,42928911,46262362,1156125,767585,21354238,365416,114622,449032,17764532,6637486,23663091,1.49,0.66936256
2222763738,3257709936,18708445,10701671,42174047,41535441,1208148,927851,20240417,343279,103144,411524,14855805,5729715,21938955,1.47,0.682308671
2252697161,3242210330,23488970,8750203,34264748,52832960,925748,1229715,21102821,311434,112045,363828,14760177,3227779,20240854,1.44,0.694802907
1989089867,3276486355,17745626,8794995,28060123,58772844,1182291,990551,20395716,380764,140359,530734,20534211,4110494,20100604,1.65,0.607080162
1893050921,3092515912,15617293,10595444,28063629,53173553,1159271,1445226,15783418,303897,180370,421262,17840894,3944817,19559018,1.63,0.612139428
1855560624,3065418167,15895622,10175079,26974866,53750496,1156546,1298944,16531143,247801,102214,437733,16740452,2666340,19534573,1.65,0.605320554
2012967393,3180126942,19769336,8402139,30665280,60503834,922962,1103489,20441997,263594,155918,497470,18398156,3619394,22793995,1.58,0.632983346
1890910327,3062986269,17474660,7579760,29639322,58254611,876615,1183505,20802979,292473,170152,382486,14803070,4360965,18307636,1.62,0.617342084
1916869340,2971147663,20049542,7313045,27748255,62171723,776573,1003312,21938426,294730,167380,511030,20700002,3343095,24215811,1.55,0.64516125
1968854305,3030729290,20320705,7177876,30195073,56268297,736864,1003729,20829569,300004,134695,500757,19585231,3128332,22913778,1.54,0.64963054
1742391383,2674681085,16134418,7528629,29913933,52833073,865829,1136335,18673331,315421,136116,455353,16359493,3091638,18829967,1.54,0.65143893
2107270623,3632458503,14421316,11068546,35075465,45737290,1839540,1382907,13432775,317495,200299,319795,10258225,4843144,16613581,1.72,0.580122422
2098604137,3405498665,11938971,8867550,32008175,53973467,1268363,1673657,12910066,390740,168546,335692,9511857,4888279,17152856,1.62,0.616239894
2154858862,3558917022,14853329,12667586,31175449,52055952,1547067,1287057,17224246,373672,139844,317021,11270833,4380089,18952256,1.65,0.605481625
2067496368,3629442445,15212723,11630146,40500118,39202219,1698034,1336652,18432649,348900,153682,291445,11007330,5038236,13898702,1.76,0.569645724
1774152610,3261015018,15659628,7847438,33758321,45770589,875730,1143479,18174734,245771,201440,346092,9191874,4183613,14038064,1.84,0.544049199
1687420148,2674710133,14422145,7906430,27132659,40748021,901116,1345562,17803034,268470,178468,416378,13792274,3212514,15268847,1.59,0.630879633
1797772413,3086148401,14553554,8164531,29324933,61508864,891808,1297065,15874248,250855,220148,479582,14530788,3610050,17397868,1.72,0.582529477
2015896461,3373185170,17129036,8620979,36428620,53785158,1038664,1267044,13970197,239278,168924,381603,11114758,3933867,18475389,1.67,0.597624014
2199227413,3961382289,14240467,8168497,36187742,68639156,853476,1477237,15070412,230095,207024,425351,13191497,4035917,18763675,1.8,0.55516667
2293362524,3307770673,20488374,7188548,33697443,58576053,783925,817958,20885867,291314,125507,467801,21251506,4163719,26364620,1.44,0.693325732
2097753672,2968163475,18157182,7820889,28224786,46736886,813575,959612,16728094,281799,125909,399728,16694045,3572135,21022054,1.41,0.706751393
2102965751,3745904541,19120825,7475078,30511863,51643017,745074,1106504,19697436,246673,156149,463855,14389556,2818532,19169588,1.78,0.561403989
2184180952,3833370519,18368240,8032215,29241139,56828273,860797,1049042,21528590,270681,129679,462004,17659687,3896218,20299100,1.76,0.569780808
2251537332,3862712774,21626926,6839742,31280834,57121036,733563,926587,22865175,353284,150109,416621,16835413,3023271,21591921,1.72,0.582890177
2077562500,3460378434,17269539,12047207,31207294,42352817,1782636,1363649,18894269,391453,171806,371663,14478174,3244819,19786879,1.67,0.600385923
2057071870,3389459538,20284726,7716964,29631031,68139466,905493,1462254,19436896,261845,164043,594470,20346202,2984912,26126236,1.65,0.606902619
1520137106,2661237182,16189176,6333966,27282136,52502538,948212,1831044,19553602,253346,231424,359933,15102005,2925458,15110744,1.75,0.57121444
2082616274,3445001833,19684752,8040600,30944671,58711269,736759,1059344,20925523,250559,128234,364712,15805570,3142836,22178718,1.65,0.604532704
1624620641,2855977303,15634901,6619996,30174336,53521933,873151,1333571,18548751,242744,249714,435323,16000195,3302701,17707636,1.76,0.568849283
1835683167,3241294771,15164288,7662696,25593506,53563912,860640,1383648,15969690,221641,263355,387059,14158663,3029720,17546382,1.77,0.566342557
2008494166,3189693424,17178837,10200604,27931879,62369119,1053344,1877721,13512466,260460,252233,484705,17722093,3526202,25269624,1.59,0.629682511
1998567815,3294940922,14693919,9857768,24455536,66054418,1031674,1821868,18282674,326628,214190,509746,18287736,4211483,23828051,1.65,0.606556494
2071317409,3337038403,15096682,9882658,25296870,75147012,1082283,1786357,14112393,253375,289899,470832,19025121,4265929,22657340,1.61,0.620705296
2036811464,2846703116,19510446,8963077,28408868,81370081,1056528,1643936,20487241,315340,195674,626930,25859077,4247842,32290174,1.4,0.715498379
1724620921,2884987438,15366596,7804716,22810699,51566838,966833,1418579,17439424,221064,181704,486818,19821438,3408627,22158980,1.67,0.597791484
1905910310,3224156467,16442278,9032211,30091099,61314843,1152877,2028080,14158435,240961,275190,420546,10208867,3450978,21509347,1.69,0.591134559
1882884671,3042084104,18021009,8023458,31348244,64689614,998426,1596666,19492845,264402,248083,404024,14218321,3852935,17416742,1.62,0.618945633
2011768105,3332492235,19644928,8724240,32853027,53035211,835468,1114322,20048560,224817,111654,340644,15913401,3910113,24481122,1.66,0.603682758
1749055365,2909939294,16377664,8479739,30784753,56238940,1033503,1816883,16901168,260533,184339,414769,17124035,3286639,18996035,1.66,0.601062492
1429508926,2439944292,10606348,7826616,24826535,69417754,1230930,2185550,14037599,292406,329256,485535,13736994,3746003,20840924,1.71,0.58587769
1854599222,2635846579,13870455,8687943,30542703,62001161,1037546,1389513,15074305,283362,171015,461589,18280438,3192110,18980367,1.42,0.703606665
2180158601,3759554227,16414769,8757730,36162657,52641219,1014589,1412423,15965334,241690,179193,387239,15482718,3803111,20295845,1.72,0.579898166
2085856887,3579808199,18435216,7325980,44098733,44661537,865880,969050,16160266,246245,166790,285994,10790038,4460719,17827654,1.72,0.582672806
2006596330,3344063487,14564952,8318434,37699177,40985449,1081989,1410419,14337939,235611,120858,219968,9148560,5006453,14938929,1.67,0.600047319
2157878670,3772842201,17721675,6944138,42770733,43232023,981001,942331,17767742,206434,78943,228280,7941803,6393393,14069920,1.75,0.571950417
2004606584,3044353278,16485795,6720129,33123745,39796937,819777,974619,15455258,226347,148273,366725,17828893,4861105,24502871,1.52,0.658467136
2260486588,3643834814,18618129,8274260,31749145,62859065,976510,1190660,18553405,266038,134356,370447,14567634,4746995,22346267,1.61,0.620359238
1994869836,3721995007,16834783,7438619,30817450,58482737,858871,1394563,16712752,232233,192318,374365,14161498,3734050,21563683,1.87,0.535967897
2299430436,4280958251,20401815,7622248,40240793,53790832,885383,979956,20842648,238491,116239,409099,18665019,3351566,21940603,1.86,0.537129844
1731870268,3251193123,15841598,7290479,34948773,49214306,993283,1203619,17314580,282709,161112,326459,12105761,2551970,13729050,1.88,0.532687602
1907964031,3202312670,14809191,9249265,32999248,57165892,1120439,1346670,17572271,266319,164442,395986,14198512,2978679,16563772,1.68,0.595808164
1977406359,3241851348,17693709,10748797,40589942,42270678,1247831,799610,17862677,263721,66658,257753,12406750,3882403,16696493,1.64,0.60996207
2008959347,3834234808,13151902,9239984,58321910,30383535,971364,1012496,14635420,307474,103297,185337,6920292,6584090,15240815,1.91,0.523953135
2271850198,5249574911,10884572,4331150,43115482,24331233,346281,334686,10376617,172476,56413,126140,6139163,5326806,11392197,2.31,0.432768412
2218388804,5408177601,6051082,4866323,70368754,11476319,754575,398961,5366919,375685,286334,118401,2067717,7700216,10919523,2.44,0.410191559
2247574562,4962422875,6448425,8996617,89617277,23366834,1167991,999527,6545272,723075,165609,114044,1672765,12669044,17391759,2.21,0.45291879
2136724856,4226561107,11994202,7979992,62068066,25084527,1553949,1288012,10535336,540055,166160,178631,2913643,7217361,11984933,1.98,0.505546898
2200395936,2783337942,12410029,22884104,50168162,19633583,6449686,5339113,11682834,2806220,1053181,190111,4140429,16117957,25518385,1.26,0.790560105
1647352846,3983315536,6725114,9504833,31007512,15183564,2764733,2816123,4187451,1200166,129357,178848,1503657,5554655,9206859,2.42,0.413563232
1297470377,2321325300,12669948,2248471,30463371,27069923,419686,967963,11368375,132061,189515,183163,6686438,3738922,12745408,1.79,0.558935181
1455395695,5341499458,1960782,6708618,10254157,12810602,2520897,1656112,2530427,89607,83689,31677,1363758,570080,3263250,3.67,0.272469502
1426068652,5549294219,2859678,2886993,8302016,3185614,1416365,24393,2296007,61786,87102,36994,2007106,862009,2498843,3.89,0.256981986
1649735214,6193816153,2826888,6586811,9333002,11926733,3261159,2358451,2084219,15015,46599,35741,2004811,1393288,4449255,3.75,0.266351983
2130920521,8001492310,3170228,7610280,9967056,14253576,3583405,3013442,3018380,55905,11545,7255,858443,886093,4541039,3.75,0.266315387
2155333202,6986273212,4540377,9833288,21815495,6773499,2055578,1222354,4759670,55011,438308,38674,731958,1729870,6601099,3.24,0.308509721
2291160062,4420274686,11699536,4690833,26156378,3884474,307596,3051829,10335225,137418,497223,18647,745691,3053621,5751781,1.93,0.518329793
2254257220,2920627602,9618083,7275904,12790254,1799342,2054831,933649,9572124,119859,274115,5521,290444,2002181,2342931,1.3,0.771840004
2265652628,3550741230,12425377,5482142,17920926,4003992,1366287,1714041,10971477,176865,205202,5854,328599,2338846,3582069,1.57,0.638078779
2247485829,4667507159,5573194,12804105,28262730,2659266,2284881,2937372,10824006,293404,289627,25567,706635,3258082,8696159,2.08,0.481517382
2249385595,4229260105,16932564,10741393,33775767,1062602,1109093,1702384,19583730,262129,62365,4170,160468,3221041,5976874,1.88,0.531862676
2254788167,3024989277,13036690,21342333,97067911,428741,3575579,1016995,14067404,359558,78759,5024,170402,15164641,20312613,1.34,0.74538716
2302307633,5690651783,15760310,4618929,48444796,442648,867187,305076,15680791,245356,99573,11274,272955,8902972,8615980,2.47,0.404577142
2312758953,5036999523,22509774,12858290,17439240,436059,5756254,245055,23355765,242081,10772,9406,146518,2041770,4609173,2.18,0.459154094
2280980818,3820962190,25092753,2510295,27241034,1692214,669905,1854,24825107,690882,8147,11783,670610,8433955,9188713,1.68,0.596965033
2315468817,3578202398,24459910,5613482,31149334,1330861,987281,1599,24636518,994093,14221,14262,770313,10498828,11593913,1.55,0.647103925
2278658706,3752091359,24949991,3822895,27030300,1653670,1300218,50731,24478964,917911,3791,16027,793388,9437179,9909362,1.65,0.607303631
2288703144,3339458732,22296660,9561439,29015109,1466527,3348476,57017,22803537,823539,2649,13727,650791,8605218,9128901,1.46,0.685351528
2295690896,3681989769,23296191,7404121,30180364,1410270,2083654,929,24083101,1153383,3753,14260,795966,9758538,10555487,1.6,0.623491927
2282548188,3479866837,22626441,10353566,31201545,1517571,1447963,4246,23619868,1115634,7266,13101,796177,9483883,10784799,1.52,0.655929751
2256663806,3530024193,23289268,5421604,25713716,1490966,1477679,24810,22837850,753151,12217,16800,805799,8694228,9373027,1.56,0.63927715
2296948900,3585298336,23620903,6161432,28260955,1538456,1678444,31272,23231651,1082841,13433,15972,821238,9814574,10532554,1.56,0.640657676
2276360061,3487536283,22547462,9481284,28460749,1491597,2965105,24264,23324284,1056558,3061,18384,747891,8974906,9890301,1.53,0.65271294
2284504295,3569117884,24204797,5111639,27730035,1529332,2145157,78199,23396046,784208,26917,14621,715204,8319200,9542975,1.56,0.640075327
2240931323,3583669109,22936600,6599243,28927699,1407867,2230454,54435,22532955,935460,3477,16125,737044,8634843,9554354,1.6,0.625317588
2295973267,3508155479,23373076,7523823,27381779,1409418,1393710,33191,24246294,970763,6431,17284,853066,8898012,9982934,1.53,0.654467363
2296787250,3556270191,23823431,5667099,28619048,1353209,1476043,4300,23674265,968577,3809,16595,746214,9222466,10060830,1.55,0.645841606
2268600318,3601253043,23748104,4461117,27106370,1527401,2621486,109122,23008649,1032319,26438,16267,802833,9430335,10384473,1.59,0.629947491
2250662285,3292129565,21749942,10644206,32432813,1312836,4366821,131549,21535265,1055647,2308,12381,750142,9402396,10091073,1.46,0.683649365
2295620892,3819065859,23073735,5874608,23475217,1484042,1557559,3840,23254934,777796,12371,15955,629921,7237757,8221021,1.66,0.601094869
2257652534,3729027936,23095369,7877453,30018658,1326850,3102948,71197,22406310,906918,22714,14574,773776,8514428,9491448,1.65,0.605426554
2312021420,3727346133,23455188,6683797,28760849,1489858,1452320,64404,23525801,955042,22984,15860,790620,8825438,9904744,1.61,0.620286214
2263742111,3654348183,22775998,9608996,33604664,1679904,4442433,247043,22839070,883176,19888,13439,831476,9898415,10859112,1.61,0.61946536
2288538488,3704555563,22318718,12704621,33588381,1661054,5235557,182471,22982029,755736,2449,14516,701895,7895357,8837781,1.62,0.617763305
2265068876,3812719830,23354531,3873832,27981936,1367868,1778886,55110,22770467,658426,16540,19561,891461,8885533,10017845,1.68,0.594082172
2278367134,3713786959,21860625,14684158,34176141,2084068,4118872,2074738,22130342,530537,58566,14680,564240,6805664,7910606,1.63,0.613488916
2247288205,3537353018,13644005,48126064,64545776,1281265,22221525,1259918,13164087,627216,164344,21787,475545,5730562,8068335,1.57,0.635302214
2267814856,3273611463,18592102,23201072,40377749,1290764,8875811,345784,19831612,814086,14005,18054,675291,8065907,9047736,1.44,0.692756267
2304508820,3449096820,22908127,12107804,36574089,1237025,7759371,479120,20028061,918709,50628,15095,716810,9641108,11015646,1.5,0.668148486
2271746995,3618104005,16916164,34196989,61661299,1183378,18736657,1176125,15051572,778232,103704,21243,649087,8086765,9575426,1.59,0.627883276
2283478115,3192220429,654427,113647975,141297676,297176,54566434,3884747,661622,771226,270875,17225,248795,4926187,12518458,1.4,0.715325951
2282762836,3089940660,3842902,101703151,119560995,783385,47827748,3084504,4028873,698225,191701,15110,199883,4975398,13012485,1.35,0.738772387
2261333007,3339629332,19869831,34881435,62309542,787026,20576092,1185315,17959793,857622,54631,15145,524954,7902534,8996612,1.48,0.677120956
