cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss,IPC,CPI
2284061955,4538719480,18508428,3833774,25696986,2271577,824345,45322,19609128,177373,6452,14283,614980,4097605,5089078,1.99,0.503239287
2316857138,4028889625,22042860,3454371,38419786,1635657,1064185,17264,21512308,631852,2558,10248,1053875,9340118,10939133,1.74,0.575060961
2296247953,4596176874,19456830,3648317,34647246,1685460,1096484,32334,19176175,622220,2691,10763,871675,8443805,9490247,2,0.499599562
2252982925,5926004345,16087924,3167479,16240899,2333706,920249,6427,16167887,59196,1656,8337,239145,1162200,1559178,2.63,0.380185838
2270472273,5908937460,17267307,2209652,15290897,2636288,956410,33693,16727615,148397,1236,9552,277580,1654707,1933700,2.6,0.384243747
2265511429,6378642405,13185844,3611971,13415141,3425045,403681,5290,13888651,198512,1619,11793,246085,1068649,1912216,2.82,0.355171412
2297111597,4295592091,20077466,4871739,30629481,1673322,953323,2063,20244055,608253,3223,16633,1026199,7018752,8499955,1.87,0.534760179
2264945990,4007697799,19305568,5017819,28950858,1606484,1478678,15662,19335789,555658,2998,17959,1083379,7133052,8042174,1.77,0.565148897
2275977078,3452552649,21887037,6196246,34770814,1636878,1715950,73581,21871238,1129234,3880,14000,937667,10879233,11800745,1.52,0.659215748
2246803119,3459195049,21615324,6100530,34575485,1647224,1599131,1747,21506797,999970,3543,17293,959088,9531335,10945744,1.54,0.64951617
2319306188,4411803151,22388816,2510582,27810157,2332387,664044,1404,22037212,608456,3165,15562,995636,6918428,8061915,1.9,0.525704822
2276888960,5667058070,15203412,4942637,22700276,3671889,1516146,21466,15887190,589923,1694,9159,358129,5267557,5968036,2.49,0.401776183
2307862536,4989467755,16760784,7679187,30908965,2697430,1799094,32974,17199670,1107639,4176,14916,839127,9069450,9749829,2.16,0.462546839
2277500381,5054620004,17870218,3616932,23336045,3305170,1553700,31171,17453762,976993,2864,14990,749290,6412684,6999689,2.22,0.450577962
2311597756,5638130221,15423745,6153609,24761287,3879898,1115021,35969,15879232,668622,1917,10379,339034,4933959,5594286,2.44,0.40999368
2298129513,4735846060,19328865,3155339,30376450,2135171,1080454,64535,19507469,687301,3538,13704,785375,7862561,8611429,2.06,0.485262714
2294053815,4383591623,21110315,2562369,35357678,1366458,677769,1545,20948936,580041,3245,11525,1064004,9355785,10485275,1.91,0.523327448
2283688212,4208933615,21657906,2991354,35541587,1119606,884330,14010,21629817,671702,3500,12791,976357,9391861,10417592,1.84,0.542581191
2290514851,4384689399,21058446,2575016,34625149,1436036,680633,28874,20686453,553837,9503,13183,1011858,8876462,9748872,1.91,0.522389306
2294847087,6260642490,13569629,4590991,16582687,2991818,1265468,7067,13924221,360726,1338,8880,252098,2224297,2822053,2.73,0.366551371
2294956279,5182830331,17906912,4402146,20056823,2772353,1537871,32969,17137296,783812,3267,14807,765035,5155186,5893780,2.26,0.442799809
2256585730,4571572212,19473179,5195977,22879631,2498117,1743026,16899,18811794,931786,3527,12153,858555,6585662,7529602,2.03,0.493612618
2328493994,4465926388,18893495,2694170,27773155,2022661,381266,3251,18743575,227942,6768,12287,773736,4948034,5856313,1.92,0.521391038
2284325979,4204814047,18972885,762418,24662439,1842303,810231,15292,18486439,156895,3791,11486,752091,4974464,5348081,1.84,0.543264447
2242515199,4337882397,18869753,3426612,27574615,1688181,925713,3171,19052890,138493,2126,12168,752445,3983296,4883023,1.93,0.51696081
2301125744,4573024640,20378959,1768371,23660038,2215638,873374,14426,20152845,186894,2519,11026,762124,4225517,4667389,1.99,0.503195571
2301260270,4375052626,20814503,1068981,23579973,2406541,298763,27321,20586831,191466,3837,12861,773087,5397287,5511730,1.9,0.52599602
2314406167,4246353603,19496452,2132298,28376684,1902225,147559,1186,20568347,124162,6520,11618,876023,6697837,7973724,1.83,0.545033783
2314341581,4641911742,20611757,1802828,24788218,2626532,529446,15657,19954408,136536,1623,10546,790243,4549170,5262355,2.01,0.498575094
2278862950,5588762287,19365012,2159144,19653429,2764794,641648,34869,18781769,94409,1325,8103,434376,2009783,2408076,2.45,0.407758075
2306414754,5652358055,19676333,849014,17215206,2683155,802526,16454,19013895,116883,3003,12775,436832,2403908,2741082,2.45,0.408044701
2280405937,5496225755,19115878,2859843,19780767,3383465,491195,12215,19117292,90460,6014,6724,345033,3054137,3900151,2.41,0.414903979
2264806067,4979269124,20630977,1703624,18575125,3141299,371072,1209,20815644,329063,9589,11354,663155,4415102,5195236,2.2,0.454847089
2319394609,4402415465,22493159,3491176,24813431,2646139,1041086,2112,22322733,808649,4831,12613,874607,7014784,7841675,1.9,0.526845916
2294285107,4218641903,21616499,3510988,30948480,1797231,787915,4225,21674509,703053,3272,14847,1047772,8291511,9491497,1.84,0.543844479
2277611961,4216410909,21668875,2819193,30644826,1934024,888938,15508,21621978,767135,2911,11930,1058028,8567992,9487773,1.85,0.540177893
2269153695,4545928629,20640936,2638485,22346449,3037432,1043733,43892,20470056,526702,2147,13604,839018,5561511,6160751,2,0.499161751
2292259656,4686493114,20616489,3372100,23131290,3265719,1008928,5019,20939996,464103,2503,11514,721663,4163811,4939205,2.04,0.489120458
2286300108,4165562909,21272672,4433255,32151177,2666242,1197620,34099,21005550,769142,3295,15346,1082884,8747808,9906671,1.82,0.548857419
2314641583,5818717621,15308688,4883434,21692736,4273890,1388394,50861,15335658,561759,1492,8960,267668,3822146,4083496,2.51,0.397792389
2277240956,5779961007,14384261,5295826,22891666,3111378,939341,19060,14830125,564140,2319,13151,383917,4685775,5510573,2.54,0.393988982
2306150709,6088151569,16663499,3049395,17367520,2374808,806138,5218,16698893,55315,1016,6452,269443,1413294,1947493,2.64,0.378793248
2275770724,5636915897,18022860,1878227,15652886,2429773,243487,1225,18157348,195626,6024,8937,389453,3776225,4066690,2.48,0.403726216
2296784327,5614652344,16828856,3738796,16454353,3462196,668104,1204,17357315,464061,4446,14268,454336,4999954,5121030,2.44,0.409069732
2282472997,5967900688,14634679,4196801,19757178,3643630,1909553,36536,13990948,457710,1692,8097,265327,2752788,3042435,2.61,0.382458274
2273171160,5008257602,17112039,6812621,29806771,2599480,2320903,51663,16519855,1011613,2882,11643,754714,6965078,7789414,2.2,0.453884632
2309582398,4270440046,20778843,4541177,30441868,2519873,1138501,31392,20307811,1097435,8121,13608,898782,8779033,10154259,1.85,0.540830072
2253458059,3630718803,22112381,4158111,35864076,1865972,970259,1593,22454859,842905,5830,10864,1220274,11094051,12435427,1.61,0.620664442
2292590674,3744244168,22879892,3602523,36932535,1901310,853672,1185,23095003,882915,4251,12455,1259982,11112335,12289306,1.63,0.612297321
2264778855,5967626281,14658999,4272318,19228634,2727730,1388096,29738,14534496,412877,7051,13749,377072,2870319,3539979,2.63,0.379510839
2311938284,5791911852,16458437,3267953,15112874,3088952,696574,1779,16454343,563152,7015,11165,504013,5074992,5042460,2.51,0.39916669
2255854281,4400990898,20377790,4196086,22586335,2613299,1808816,16493,19869666,960633,3998,11176,877292,7109039,7903511,1.95,0.51257872
2326172094,4113959973,21884442,5582249,28843652,1575842,1829875,57217,22010805,977316,3343,14728,930342,8947984,9875769,1.77,0.565433818
2279548341,3897810893,21194212,4431348,31294174,1010151,1121344,1511,21323972,1071446,4808,15785,820402,9593809,10255123,1.71,0.584827844
2281618565,3902060497,21458404,4994315,30118568,1116998,1325991,12089,21806434,1005849,3449,13826,819250,8591898,10010169,1.71,0.584721474
2298494635,4267895622,20163866,5654344,33923850,1329822,958838,2565,20852100,861830,3473,12148,732001,8514963,9614063,1.86,0.538554557
2297299847,4690393798,19975048,2377315,24490131,2152747,210417,1270,21384113,161486,3542,11174,574621,4620864,4990445,2.04,0.489788266
2278084492,4373237707,20429392,3346427,28041468,1913345,1077778,30824,20230720,254511,1572,13349,680536,3579535,4361758,1.92,0.520914856
2301500656,4601220375,18558134,4720437,31505847,2099465,684601,3051,19716989,455791,2119,12910,892775,5651483,6992093,2,0.500193529
2261677467,5146251488,17576256,2125425,22409733,3219086,1507134,52839,16738669,397113,8669,11115,528134,3585866,4205169,2.28,0.439480556
2317385387,5687389113,15852925,4030010,21906064,3916900,1345198,43975,15527705,652722,2292,12329,452998,4717530,5224189,2.45,0.40746032
2277048489,4567109642,19057638,3459023,26920175,2281698,870143,17184,18673297,376262,1472,12248,575700,5320779,6308865,2.01,0.498575394
2267162740,4214683792,19201573,1618455,27676066,1970583,291821,1213,19188167,264860,7171,13695,855714,6107924,6660216,1.86,0.537920008
2296393330,4118666712,18941897,2555931,31638193,2163186,920276,15741,18406652,395917,2067,12762,1059284,6705264,7920278,1.79,0.557557455
2295197290,4167625359,21289964,2993190,30082018,2294270,825451,2588,21153504,739016,11153,12511,1076698,8455386,9888440,1.82,0.550720636
2265455309,4239321558,21042417,2941922,29612100,2167512,721814,13683,21255920,770936,3079,16379,1072485,8331613,9482721,1.87,0.534391005
2283605164,5532850683,18127796,4434054,23030686,2917192,394471,35143,18369007,85828,1861,9140,314463,1844400,2657730,2.42,0.41273573
2308109748,5546569316,19134438,3143553,19784317,3157018,999781,30846,19071868,117793,948,6577,314941,1485075,1963518,2.4,0.416132859
2248719021,4763119919,19602646,5061463,22412094,3008145,1604755,20745,19188744,556354,2542,16075,708146,4045087,4706913,2.12,0.47211052
2323138356,5527318914,16857901,6948425,27256363,3243028,1546535,37544,16832588,429179,2367,11620,415477,3651378,4715448,2.38,0.420301125
2269091307,5394949115,16454669,4713963,23760917,3133176,1524394,33682,16720549,923224,2196,10625,615067,5905506,6313966,2.38,0.420595497
2246371308,4582877547,17768719,7497942,30843294,2598866,1659927,30391,18348268,971843,3133,13813,812748,7310790,8557447,2.04,0.490166121
2311474252,5373067195,19478444,3827217,17939102,3541888,299242,3348,19883252,168763,1796,8536,405776,3212437,4045045,2.32,0.430196416
2280862995,3952844469,20837761,4672839,30017567,2342753,945262,3699,20695266,640826,2909,15992,1238495,7789600,8737435,1.73,0.577018148
2299397361,4850549828,19197604,2774278,23162636,2265417,681945,19019,19506204,520581,9335,12428,841544,5914265,6212594,2.11,0.474048807
2298810767,6050519507,17464654,1824872,16976819,2395915,858816,19346,16847536,70058,1089,7303,240403,1415540,1705040,2.63,0.379936097
2295259464,6123638536,17236865,367085,11980061,2330903,92368,765,17205937,45300,1517,9527,321442,1419962,1719264,2.67,0.374819554
2274102228,4466512888,19703658,6988046,26801854,3056893,1040011,28134,20631809,853250,7442,13195,789124,7887915,8944285,1.96,0.509144893
2314139089,4867573593,20940646,2778762,20408933,3603681,748569,29909,20707394,627954,5505,12256,753813,5134487,5811138,2.1,0.475419435
2276852749,3903747110,21176522,3634100,36135516,2585033,933970,1042,21086375,947871,3291,14317,1357333,10899595,12361189,1.71,0.583248014
2291048000,5645474105,16411185,1977463,20281144,2745096,617091,34702,15394123,443628,7016,10937,644774,5272279,5919646,2.46,0.405820301
2295256055,6020412267,14655635,5029058,17467016,3096038,523041,1493,15212397,284510,3605,12702,326747,4394519,4778290,2.62,0.381245661
2278147727,4531343117,20152814,6221792,25273785,2755024,1056857,3907,20536328,783548,1951,13236,765394,5891194,7179016,1.99,0.502753305
2306416796,4597919176,21384733,3482974,23869243,2504327,1000591,14571,21160451,819758,12196,14691,781326,6358364,7230078,1.99,0.501621866
2252521740,5475567332,16618921,2552449,16829664,3790232,953123,44295,16179392,575614,10026,10676,411414,3801284,4174276,2.43,0.411376868
2286135008,5371771762,16211682,4146864,20519695,3941748,903512,16298,16257712,741519,8476,11581,452238,6365533,6649017,2.35,0.42558305
2278433352,4234801523,20889065,3381789,37549104,1969372,840974,1540,20925712,887499,10213,13993,1293387,10081456,11798510,1.86,0.538026007
2272292317,4222652400,21431086,2933272,35835952,1933327,874469,15918,21407322,887497,3611,13032,1305632,9968570,11093522,1.86,0.53811967
2256167999,4416569044,18588598,2933903,35042339,1773613,601293,31258,18046997,375588,2800,11351,1018063,6866252,7816175,1.96,0.510841782
2304829029,5034597395,17341994,2016801,29148779,1856793,836771,17059,16837638,75264,1624,9580,652890,4083016,4646158,2.18,0.457798082
2264808191,4593424792,19563928,4351199,33322917,1943348,699180,3336,19550165,585938,2453,14683,1179100,5994195,7400718,2.03,0.493054375
2303838573,4574259926,20103361,4282058,36630467,1813551,1412439,18046,19473447,588202,2466,15402,1173941,6983063,8185852,1.99,0.503652746
2299113793,4442468103,21240754,3319708,35680964,1780924,1362107,45245,20625590,574290,2642,13046,1095933,6315459,7379300,1.93,0.517530737
2283299454,4258180021,19340433,1161913,31044873,1971668,511105,15756,19209655,95494,2222,13552,723313,5262945,5997866,1.86,0.536214872
2284012311,4327944915,20802412,3972529,34377535,1836825,677974,1452,21299655,579919,2732,13778,1118995,6906523,8239419,1.89,0.527735994
2286529967,4193362008,21487061,3513449,33570220,1861941,1288273,15938,21011151,792432,3539,18108,1297567,7430217,8822708,1.83,0.545273688
2297409408,4651937977,19523427,4584165,29940881,2635213,1318413,34259,19004892,728303,2565,13429,1027552,6598772,7572330,2.02,0.493860713
2264908537,5948581898,14274348,5003045,20032229,3281314,1343808,34021,14153975,479300,3587,11656,405955,5035807,5164444,2.63,0.380747643
2297518460,4713866295,18678219,6260202,31135601,2855922,1065471,4943,19282361,1068304,2387,11475,759840,8004670,9392463,2.05,0.487395763
2293740524,5294456893,17845692,5819399,27934238,2899970,293796,1185,19687492,178851,2321,14945,667581,5254947,6459822,2.31,0.433234337
2302749190,5085705628,19279541,2877856,22741040,3209286,460532,2063,19584894,381622,6491,10802,574557,5368463,5785982,2.21,0.452788533
2286955815,4764464887,18485078,4714123,23799139,2878605,876483,1507,18978739,761931,4680,19583,831572,7109757,7583295,2.08,0.480002659
2290512103,4315620654,20877070,824994,25034928,1721988,916824,33338,20391340,180469,1882,11450,620027,4558077,5163605,1.88,0.530749175
2248858154,4207479134,20777950,1495301,26171105,1533144,555523,13922,19948090,101009,1615,12971,638944,4202579,4631281,1.87,0.534490625
2325075949,4178156243,21482081,5687940,32763123,2379101,1445607,16944,21478014,876803,2573,12817,1210487,8732828,10388926,1.8,0.556483725
2262634604,4203696522,20164554,5124769,29513379,2308194,1277902,31048,20171121,833711,3400,15843,1232854,7397561,8794261,1.86,0.538248799
2303025430,6059430262,17622011,585883,12950926,2424478,105403,14803,17409693,77938,4746,9137,310902,2067421,1775644,2.63,0.380072933
2277346594,5999811937,17454356,487301,12282857,2525840,135448,1740,16898435,51150,1632,8007,260106,1389823,1700729,2.63,0.379569663
2234422645,4385862342,18818826,7220369,29598732,3360338,2121026,32779,18485927,841889,2171,16045,763532,6690783,7706109,1.96,0.509460277
2284813119,4303151563,21568527,4676792,26354252,3353075,1428434,60570,21723707,686380,2793,13225,860726,6495001,7564937,1.88,0.530962734
2277812699,4558509406,20960567,1565343,21163808,2966192,293538,15296,21397468,314994,2427,13579,758445,4408166,4823896,2,0.499683668
2267486572,4324669558,20547662,3148640,25536575,2220287,805752,28622,20520043,599685,2504,14069,1059304,6417235,7598589,1.91,0.524314411
2300384602,4203536428,20871846,4318011,30093095,1812174,1122412,15985,20937473,1013276,3245,13768,1214963,9206292,10413940,1.83,0.547249832
2298928959,4366187017,20240910,4004219,28578389,1878658,1204574,35149,19001970,897430,3872,14347,1131292,8745358,10076214,1.9,0.526530117
2595628649,7507286804,15734897,1508213,8750040,3539943,322779,2733,15428375,186625,2425,9873,267847,1805755,1541758,2.89,0.3457479
2306027577,5153195754,17725891,6508954,22131582,3200619,1756529,21326,18249786,578882,3668,13165,670356,4156052,4944499,2.23,0.447494659
2606555895,5853197162,20822324,5100527,22269296,4015324,1682942,32476,20502578,658308,2539,17246,684680,4679917,5419076,2.25,0.445321732
2266699900,5591719259,15619958,3957712,19856305,3794111,1383292,51713,15169920,688137,4204,10253,419145,4826530,5138899,2.47,0.405367257
2287555408,4584176729,17953092,6235958,26224096,3062230,1620074,48454,18065103,1049242,7294,14591,921999,7542338,8579407,2,0.499011173
2270105771,4303884667,20428994,3335177,33231775,1889720,771932,58982,20559996,459794,6707,14789,1071520,7774875,9130910,1.9,0.527455066
2270934372,4373395717,19944052,3156780,33505756,1898915,845909,15531,20433072,485647,5543,12353,1057283,7284857,8445538,1.93,0.519261123
2262164726,5399351610,16838316,2141901,23590641,2641621,659387,32350,16327967,353579,3171,13347,589172,4278461,4933351,2.39,0.4189697
2289786085,5586476519,16123831,4466940,20157696,3269811,1259802,50115,15548561,611191,7049,10696,504872,4811661,4616180,2.44,0.409880195
2279549899,4666048639,18548184,6897020,26483819,2849846,1111706,2978,19532625,806446,3905,15433,691354,7919216,8450111,2.05,0.488539678
2298620124,5131151665,16582982,2692587,31003042,1607330,793622,16230,16903155,70747,1368,10007,651214,4595267,5196097,2.23,0.44797353
2283660594,4559251479,19116065,3302377,35314780,2038483,1119080,33041,18630952,235888,1478,10814,923104,5739742,6792830,2,0.500884982
2269958113,4257791960,19870126,5157660,41039111,1893196,801656,4382,20341513,391619,1811,15332,1288343,7157779,8604878,1.88,0.533130349
2280161588,4230228587,20133356,4299732,39441758,1936321,1314612,31033,19917638,330974,2270,14476,1218749,6898465,8267321,1.86,0.539016165
2299429061,5178690001,17242849,1564272,23602136,1887135,202162,16798,17687714,90199,2585,12314,692418,3918169,4488183,2.25,0.444017514
2292189084,4919606018,19887284,1363950,22733216,2208211,421827,31733,19744651,261143,6064,12124,776320,4191321,4690028,2.15,0.465929401
2278857470,4552295509,21538592,3222849,30453762,2029171,1090690,16271,21079774,404885,2036,12183,924898,5019960,5974520,2,0.500595242
2273099870,4781535879,21124417,2054425,26411982,2262116,947325,31097,20682791,352271,7459,12240,789651,4498531,5117485,2.1,0.475391156
2287053462,5228957020,19483076,2547035,26746471,2440935,955972,17404,18814852,120206,2049,14718,678473,3555327,4313855,2.29,0.437382341
2310152123,4921426279,20182062,1849908,29400385,2292105,1180903,32626,19253354,280504,2537,12769,825934,4587339,5370478,2.13,0.469407036
2285816774,4704929198,19837722,3607428,31969626,2471198,598981,1857,20555213,335790,4127,13718,930632,6968476,7414049,2.06,0.485834468
2283773289,4352042094,20725339,1698734,31064904,1624345,889958,31487,20482321,172547,2167,15928,775401,5233609,6134012,1.91,0.524759007
2272747244,4419809640,19799549,1434168,25088950,1762287,269996,3395,19961877,109896,2264,10806,627057,5768691,5891243,1.94,0.514218355
2267512864,4282143617,21273396,4460970,27172648,2226332,1488802,42263,20729141,371787,2023,17019,938479,5245386,6200729,1.89,0.529527514
2257526816,4571391463,21232734,2776579,22290787,2452708,1088649,33491,20550256,346962,2917,14418,751186,4126469,5078264,2.02,0.493838
2292416810,6147290816,16694140,627060,11888463,2483887,844417,18989,16468666,85088,2516,6760,225805,1199921,1241995,2.68,0.372914976
2283491137,5676883519,18040202,1378997,14899967,2926854,284470,27727,18075935,124444,6142,10634,319281,2385183,2275952,2.49,0.402243789
2282053212,4841742250,19351601,3808002,21546122,3590635,1428746,79528,18991412,405243,3962,17350,583572,5124954,5107924,2.12,0.471328934
2277532757,4337308218,21694706,4007788,24593331,2337386,1096960,15796,21662738,577970,4497,13097,771478,5651532,6721443,1.9,0.525102816
2273596937,4999114332,19568976,3284421,19209362,3199554,967835,31396,18771339,484544,2494,14851,493883,3790301,4357139,2.2,0.454799948
2262563361,5559226559,15500289,3633751,17941739,3878031,1317307,46447,15061178,613684,6560,13392,411642,4375056,4784783,2.46,0.406992472
2278874525,4945350314,18169770,3883732,22496059,2702211,1462796,42553,17648425,554657,2309,17147,577051,4813914,5526212,2.17,0.460811546
2262270723,4819000018,19809625,1506395,21154484,2398954,431161,29518,20290468,153103,1813,12713,509394,2810680,3267628,2.13,0.469448167
2267621513,4370343541,19992709,4456173,27533238,2057994,1172776,4515,19900916,727091,3270,15489,800353,7649007,8480455,1.93,0.518865735
2232098666,4281203758,18796927,5125754,26904755,1972302,1276730,3206,19299014,662609,2743,12480,801173,7525988,8244897,1.92,0.521371743
2227311602,6281314989,12869739,3963400,12348005,2648465,533497,28543,13359862,172765,6834,11544,270229,2385315,2963853,2.82,0.354593203
2254463390,5842731670,15460074,2957222,13126217,2762878,1195520,33911,14793538,280613,1910,10844,340614,2203396,2486956,2.59,0.385857766
2244377948,4665689369,19993481,4278628,20258581,3138869,1488033,19617,19174008,419059,2028,14002,486093,3701375,4154939,2.08,0.481038871
2245652803,4463570709,20232817,4181265,23318587,2286565,1750483,54715,20150904,458452,3587,13078,651613,5118585,5993327,1.99,0.503106806
2228353725,4228142464,19287729,4085123,31636158,1462291,997337,2232,19297622,545869,3341,12460,957727,7700337,8767833,1.9,0.527029007
2189270924,4070031405,19364913,4388288,31862866,1319400,1145105,13123,19514324,707842,5485,17369,989853,8712838,9796533,1.86,0.537900253
2129230248,4187815866,17206104,5394225,32091296,1796213,971362,3979,17806897,433645,2159,10367,846887,7747981,9127238,1.97,0.508434543
924766482,2573370910,5570492,1024882,3886682,1680771,263910,1231,5291379,97495,1576,7186,230303,702123,935170,2.78,0.359359966
1115960291,3064497318,5832288,4077487,12463468,1962896,434216,3714,6906439,146132,3066,5059,176850,2389416,3223714,2.75,0.364157699
1911567309,3939203786,15462518,6423479,23173629,2373964,1097225,3941,16398425,645486,3250,7700,603309,6036015,7017118,2.06,0.485267433
1916536044,3798332006,16797669,4762430,23421094,2016407,1629558,56449,16936894,574279,1969,7119,640412,5514167,6155770,1.98,0.504573071
1905135130,3651422417,18026690,2936754,23705836,1661270,810208,14754,18091772,435033,2978,14283,783296,5167910,6086269,1.92,0.521751502
1910638302,3619516423,17618369,3174506,25106079,1732142,821784,2956,17806027,446200,2008,7182,732896,5664142,6577353,1.89,0.527871151
1931006538,5168769990,12403928,2321918,11202919,3691563,927640,43829,11953571,263486,6718,7999,243513,1735143,2062260,2.68,0.373591114
1910561325,4346314179,13899768,5367835,19743109,2842920,1435248,30382,14131211,676596,2158,8223,495500,5615840,6078755,2.27,0.439581964
1939351710,4137218896,15164458,4536721,19562666,3766206,976952,250439,14650890,542010,17432,10515,520067,4631274,4592388,2.13,0.468757336
1073193667,2904144935,3598779,6519441,14366894,27834269,1628489,1743766,4385444,127340,58698,23312,2062766,1198255,6223590,2.71,0.369538605
1782251880,7050067392,3372401,4921137,7669808,4287158,2157285,1676454,3338624,66457,477773,27169,1755985,1432524,3278893,3.96,0.252799269
1937771385,4147833088,7906875,9094490,38884663,2449901,714479,2666387,10131164,67582,376287,30016,1186680,3645885,9704506,2.14,0.467176799
1934877388,4259576119,8302315,8702624,19163848,707371,3036565,1392598,14249307,73288,255722,4102,117173,2109193,3003329,2.2,0.454241768
1915832397,4117570141,14511736,10814352,23454013,1680852,2662425,2505535,10430514,127376,120233,3873,197334,2519837,4280039,2.15,0.465282274
1919349483,4253544267,10897187,9963038,25474161,2880367,1466713,2912515,6351894,261837,560329,19563,517981,2256057,5566579,2.22,0.451235338
1945244754,3859130454,13932337,9382851,22417751,727093,1636358,1760988,11795021,252315,159457,6282,180562,2054272,3985844,1.98,0.504062969
1943591882,2631545072,17531010,16037730,75054128,324834,2926723,360948,15194553,345256,106108,4120,139797,10134375,13140936,1.35,0.738574423
1932752960,3504699982,11805567,9993104,74441113,460235,2307859,552570,12101248,251953,118686,5741,262857,7815774,12741756,1.81,0.551474583
1933845438,5325581761,15894556,2624228,3761245,244512,695921,27332,15448411,118770,5894,6473,190923,930864,1074050,2.75,0.363123791
1928574993,3702463221,19925537,10178445,19293991,765692,3688467,1227251,21639419,420194,19761,12073,382658,4868842,5232900,1.92,0.52088971
1957492517,3123702774,20517121,6659984,25287021,1428014,2269944,74780,20482967,687641,2567,18734,711076,7173376,7971887,1.6,0.626657739
1965077153,3027928848,19182093,10860705,30071005,1186038,3300697,42949,19911226,902634,2809,15165,793758,8469056,9461469,1.54,0.648983927
1934174286,3046127807,20488015,6122956,24085677,1427700,1938167,50790,20431095,832276,4390,19413,751894,7807784,8396166,1.57,0.634961633
1910678012,2926011636,19801132,7534981,26864404,1401174,3526696,127154,19333986,808434,4273,13839,692107,8255772,9024034,1.53,0.652997407
1950645638,3128809574,20300857,5432977,21545163,1418005,3009222,78967,19810280,746295,4825,15924,609225,6993444,7737046,1.6,0.623446583
1914375545,2890029386,19290523,6739753,22546222,1297929,1757673,2166,19194640,1032243,11651,16014,760610,8095298,8930043,1.51,0.662406948
1962892032,3015618224,19546814,8513017,27143743,1408946,4106422,80090,19407483,1066525,10972,15792,800743,8715472,9536890,1.54,0.650908665
1922858990,3070165544,20022648,6137180,22793542,1444454,1106760,28568,20436292,670599,3679,16962,715331,7530453,8311584,1.6,0.626304661
1896817479,2947399708,19388991,6509321,23827280,1387684,1947408,51201,19321922,916331,2581,14035,706968,7804224,8678916,1.55,0.643556242
1958485308,3055873187,19818476,6219320,23069939,1325875,1607153,3300,20093844,1009200,2914,15566,798088,8327530,8918936,1.56,0.640892206
1910931694,2984021278,20857341,6097997,24795947,1328472,2660100,71717,20350326,761319,3607,18050,598771,7223298,7796129,1.56,0.640388092
1939831166,3161488953,18888323,9469779,28541107,1265620,3095909,53862,19837924,871972,2419,12836,762331,8081388,8867863,1.63,0.61358151
1909608440,2979180887,19957770,5563812,22875041,1277470,1422290,4541,19963327,882259,14246,15497,673712,7479273,8195614,1.56,0.640984389
1964959174,3178720240,20969956,4646831,23067393,1368295,1213277,25037,20606134,804278,15051,12757,663927,7512904,8020987,1.62,0.618160463
1935682011,3063712651,20217527,5120287,23777868,1315107,1337623,4000,20275386,889307,3031,14186,730330,8032393,8637094,1.58,0.631809256
1908088404,2995564610,19191425,8789202,26090798,1379236,3306539,97436,19402646,853648,11296,16666,783952,7680620,8573821,1.57,0.636971207
1942152332,2929514771,19507313,10006465,29353796,1192822,3191437,103092,19788538,1010027,3264,15085,778642,8298134,9233970,1.51,0.662960416
1913888158,3118349495,19491994,6814869,23370598,1353037,2196091,46276,19744652,882021,3203,15788,700470,7085603,7882559,1.63,0.613750371
1917874760,3178764849,19974782,6927726,23154153,1380198,2714333,92601,19333734,723544,2570,14430,631410,6668068,7363976,1.66,0.603339615
1926138914,3100016564,19436907,5221362,23467985,1249315,1335291,28156,19456161,816000,24828,12524,723497,7762850,8548235,1.61,0.621331814
1914109339,3057520280,19658228,6146184,24240470,1270199,1228380,15272,19678133,805575,13813,17636,785402,8029155,8771349,1.6,0.626033244
1947750685,3135212002,19351809,9450600,28675513,1447911,2889190,99649,20127545,874684,23928,18040,775036,7642969,8520016,1.61,0.621250073
1917844299,3223366112,18947256,11021137,27801790,1604227,2351672,50422,20221851,688088,2188,15233,619937,6732463,7584784,1.68,0.59498184
1895638065,3198453920,19286118,4772449,24802754,1175537,1897620,91278,19245104,732670,16351,19248,841525,8025311,9051028,1.69,0.592673245
1904359218,3271029888,20545597,3095727,22045962,1470071,829461,27124,20306751,533718,13093,17779,685802,6662907,7414726,1.72,0.582189489
1929820736,3151493772,11269422,54953645,74187307,1918119,25404999,4567730,10466122,576877,139393,13136,462253,5310802,7363889,1.63,0.612351118
1931075194,3298782510,19247215,9873066,30704809,1502653,10201805,497218,16458255,746560,26341,16049,636176,6430845,7220309,1.71,0.585390273
1926790714,3074172303,19097188,10588532,30500379,1286048,6009080,269680,18492984,792695,10731,16537,640007,7266604,8128096,1.6,0.626767313
1917810472,3115364817,17806273,14378761,34962240,1102727,9027888,529834,16668012,897784,40898,18464,789905,8146536,8914728,1.62,0.615597397
1905061928,3157417745,16898900,21649129,41254840,1668514,12518367,2226010,13635136,707041,104165,13892,599320,7449684,8668358,1.66,0.603360747
1931160501,2993801908,615754,110418248,129819715,1166686,51177305,5603878,610475,689102,193106,5422,218588,4970365,8885455,1.55,0.645052866
