cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,l2_rqsts.swpf_miss:u,page-faults:u,mem-stores:u,l1d_pend_miss.pending:u,frontend_retired.itlb_miss:u,IPC,CPI
455588342,1753731145,1344329,196277,3791572,2753056,15236,7495,1262833,1964,896,105,84702,54085,177290,347864,16407,116449,347864,18644,27114,24021,2685202,2305,0,93844286,17976481,1964,3.849376692,0.259782318
453786219,1746798365,1235210,344937,4106802,2602932,34668,62867,1275727,6797,983,1142,153916,118372,279652,299295,38730,75682,299295,16891,28227,16052,2717210,2323,0,87163791,23986741,1533,3.849386103,0.259781683
456252945,1756338417,1029444,260760,3496252,3064955,16849,9397,983693,1944,1417,561,55036,33831,104290,283541,80011,292610,283541,18680,24609,18946,3348201,2844,0,94222476,17809047,1523,3.849484012,0.259775076
450872723,1735969793,800183,363299,2002174,1346026,34321,26164,1504616,7264,841,1067,121696,79636,195742,142758,11536,39657,142758,9726,18375,10915,2680950,1189,0,87258778,27649564,963,3.850243549,0.25972383
453445031,1745954619,754963,272683,4136233,2401889,15315,2805,733992,5576,576,726,126270,173696,303032,438008,36011,45721,438008,10998,16076,11756,2212606,1096,0,89857029,32191015,2483,3.85042177,0.259711808
451551143,1738691104,1422157,191225,3937828,2684620,14642,5863,1428870,2174,420,80,51977,37875,110096,121458,9888,59242,121458,14365,15004,15468,2727692,2542,0,95297628,18410004,1825,3.850485445,0.259707513
449716414,1731870404,1279940,233753,3913906,2626979,17473,5602,1315111,3369,1309,1228,89424,35407,88920,323170,50849,381488,323170,16147,33876,16841,2891760,2649,0,94261145,19254671,1833,3.851027781,0.259670939
451060253,1737164681,962824,429487,4162545,2955334,47409,11024,1163558,2281,1170,220,92167,46262,149674,249248,13302,58210,249248,19583,30061,19158,2988153,3200,0,90708860,40810773,3171,3.851291861,0.259653134
450404028,1734700053,1324066,210450,3966317,2776534,16049,5280,1784542,1504,486,210,59960,89500,318584,146724,15030,46737,146724,14140,21286,16038,2807662,1797,0,88925244,20749469,2745,3.851431038,0.259643751
456308697,1757553683,1131845,240615,3880788,3007830,16135,6777,1263314,1893,831,125,83032,48539,145135,495086,8059,119280,495086,22984,30440,21312,2875281,367,0,100910415,20084638,1743,3.851676934,0.259627175
456056861,1756651561,1317564,302745,3774861,1874256,55462,32577,701467,3146,190,85,13426,103316,131051,209289,295735,39891,209289,16743,13848,17480,2714044,2336,0,94146740,21026466,1097,3.851825751,0.259617144
456083378,1757038999,1111631,338930,3258222,3054518,29131,43910,1216419,1934,551,190,52799,33289,109086,411445,156325,32519,411445,21555,35331,19823,2744952,2555,0,94934920,19062220,1899,3.852451292,0.259574989
456264238,1757787084,1370366,214509,3798037,2777495,15339,6702,1410637,2384,1032,120,93012,52568,195610,331941,46613,266799,331941,21341,19082,25289,2588846,2096,0,91348342,19305903,1902,3.852563794,0.259567408
455592490,1755507383,1304917,315041,4080174,2529631,30661,44595,1074286,2788,670,105,61353,48084,111505,237073,151349,53242,237073,19452,25423,16210,2825162,2203,0,90093728,19644422,1672,3.853240388,0.259521831
451785534,1741050228,497223,268953,1311172,340590,49058,919,122279,2604,380,1140,178052,98448,253066,117332,11868,43778,117332,12256,16252,16233,2858452,2605,0,93179067,36110194,1342,3.853709552,0.259490236
453162446,1746411369,1331118,208492,3746203,2710360,14078,6332,1340858,1558,886,90,60847,35701,120893,198829,12888,58200,198829,13345,28776,16979,2795934,1733,0,94829827,17089408,2224,3.85383075,0.259482075
455325507,1754816250,959004,275145,3274667,3018324,17015,10178,925484,2269,1378,1284,83463,34041,220812,120426,62942,377616,120426,14974,30224,16627,3064393,3087,0,94856969,20158166,1688,3.853981872,0.2594719
450676720,1737080448,618846,336625,1394200,380564,51717,25289,1091689,701,686,150,56225,40752,115405,100738,7302,32778,100738,9531,17081,14044,2687375,2074,0,101862572,39329900,1728,3.854382467,0.259444933
455682170,1756461961,1328962,193188,3773224,2743796,13423,6304,1373148,1583,916,170,50800,38068,123567,173317,13332,57075,173317,15874,22883,16931,2743690,2911,0,95342931,18250106,2312,3.854576889,0.259431847
442435921,1706011862,261787,274469,1558312,1292947,45401,4928,1437416,1838,335,115,72903,35988,110592,298821,47958,225345,298821,43285,3614,33335,21622,0,0,91588051,59758937,836,3.855952424,0.259339299
457417317,1764007187,884151,255300,2921726,3067561,31463,44954,803288,3772,1357,180,34929,39391,86925,283590,56620,313202,283590,30319,46116,32184,3320261,3365,0,96008167,19302450,1042,3.856450382,0.259305813
431346700,1663604818,1126616,423693,4275334,2436197,36980,6872,1165621,2835,651,210,57893,40038,119141,216157,19877,71260,216157,22145,19106,22419,2496152,2601,0,89462685,63562981,4415,3.85676955,0.259284354
455840191,1758079135,1377323,191361,3692927,2778994,27408,42194,1206823,3883,4058,455,96231,62882,158021,270934,217221,49618,270934,14824,26645,15928,2811301,2699,0,90673979,18323572,1934,3.856788343,0.25928309
456348674,1760551293,1088408,317084,3925154,2979719,17813,8039,1182028,2346,1868,2921,156938,44721,175666,152944,43001,142633,152944,11126,25772,11283,3213686,1521,0,98849011,25686692,1643,3.857908203,0.259207826
452712895,1746963786,1396572,194939,4008456,2695494,15343,5423,1475346,1388,896,230,82517,36152,104944,284814,76832,259346,284814,14524,13903,13978,2703166,2160,0,94530401,19607275,2685,3.858877901,0.25914269
453832100,1751541942,915269,350102,3270846,3396020,13545,7062,2009986,1573,1107,110,62317,47784,133420,154677,10339,79016,154677,13903,35571,14210,3815300,1158,0,97707835,23873251,3133,3.859449215,0.259104329
441675280,1704941307,308497,352738,1181741,1109814,36507,4061,1524873,1478,355,145,126238,92857,257795,162670,12187,33808,162670,14405,15739,12419,3059041,1935,0,112457732,53288986,967,3.860169188,0.259056003
447163757,1726243254,817190,492309,5013926,2608523,23032,4075,1799054,4885,551,375,157266,148788,310367,502703,63009,378557,502703,39401,64509,21514,2904637,2292,0,76575286,49844740,4613,3.860427476,0.25903867
455951318,1760226854,1442204,167669,3557695,2817360,12943,6231,1388951,1783,435,125,60278,39354,123337,469459,50897,83439,469459,24324,5694,9070,2402519,758,0,105357403,16403991,1618,3.860558758,0.259029861
455165154,1757237507,1349032,267134,3426290,1766197,52016,31952,603264,3506,200,120,9218,156277,201890,233035,272901,100699,233035,14810,14310,16257,2739678,2461,1,93969959,18977896,1622,3.860659129,0.259023127
454617962,1755282992,1140169,267820,3643315,2898278,12664,7030,1296149,1387,1092,215,70948,42451,124742,270267,692502,4000,270267,7807,11718,5930,2096232,789,0,97686191,20242566,1738,3.861006689,0.25899981
456246951,1761610306,931628,249083,3458065,2939448,17147,8078,1026670,2635,1137,205,65012,41270,130130,412378,113281,110438,412378,20001,37890,17264,3474433,1359,0,101679040,18368984,2024,3.861089487,0.258994256
452944645,1748930341,621359,288548,1668107,283676,65295,24483,763534,5632,1869,165,99484,75234,179054,179973,52259,42634,179973,12519,15361,17599,2768713,2376,4,95002484,41295398,1448,3.86124521,0.258983811
449378398,1735353721,1148075,210307,3393497,2698428,13387,3509,1851407,2109,566,105,75372,78097,240803,176924,54772,110329,176924,15593,34625,16482,2586439,2941,0,84909648,24626521,3888,3.861675881,0.258954928
452126687,1746005515,990117,384274,3752266,2833644,14860,5742,1341510,1913,656,225,109816,70253,195376,387780,48471,117213,387780,20419,33967,8206,2344386,1259,0,100700355,37209907,2104,3.861761681,0.258949175
449847678,1737330347,1181778,265227,4684422,2702168,15996,5474,1277208,1858,846,195,114852,74002,209014,134472,17966,67785,134472,11616,24498,11772,2652333,1640,0,88316287,30275312,3911,3.86204138,0.258930421
450600945,1740250163,1370953,255312,4787846,2718456,18224,6452,1367693,1939,4349,430,86115,91994,141881,210245,11373,98179,210245,21407,22534,20435,2982288,3203,0,90963797,23619873,3429,3.862065054,0.258928834
453241823,1750484878,734144,257046,1815235,435470,46637,1046,253392,2079,160,80,7895,151322,190850,445517,117638,37687,445517,15798,17507,14733,2848135,2492,0,98256265,34379045,1673,3.862143318,0.258923587
435381657,1682025262,776365,196000,2642860,2595358,14177,5757,1581039,1688,375,90,64473,42830,112513,98567,10052,51104,98567,11919,83956,52626,1059106,463,0,96178889,49677292,1548,3.863335157,0.258843709
456475329,1763809493,777273,326348,2299387,1334643,29689,24095,1454211,2374,390,85,74020,59252,139912,415938,1390489,165636,415938,24498,139724,67009,1128569,62,0,122234848,28978618,295,3.863975512,0.258800812
456734409,1765154092,1226093,230084,3658897,2867583,11032,6056,1371529,1482,1277,125,76917,42231,135386,294296,66610,35650,294296,32406,162417,23908,2677003,2636,0,94302588,18561296,1663,3.864727634,0.258750446
456044985,1762667572,1160488,252224,3762434,2819923,13274,6680,1282723,1793,781,185,104092,44199,160142,463660,129028,67137,463660,3526,14637,3079,2212483,1734,0,94253762,19150765,2369,3.865117762,0.258724329
455972478,1762741567,545832,387792,1925686,2451432,25667,30243,1327496,4875,1062,375,112085,73555,141962,146890,9976,80209,146890,11624,37711,16773,3934148,1950,0,92851459,34621559,519,3.865894658,0.258672335
456897852,1766527003,1027453,260607,3807077,2902273,16597,8388,941230,1803,1442,155,49783,36732,113902,248143,69224,316244,248143,17722,22645,20310,3270818,2976,0,93223689,18524672,1568,3.866349985,0.258641873
447583072,1730780188,809881,361558,3310793,1814864,21223,5982,1308835,2429,385,100,57758,35776,111198,138952,5373,53410,138952,12448,11760,12668,2724079,2279,0,106886971,40914001,1967,3.866947381,0.258601916
455817919,1762858942,1227593,225686,3828905,2693221,14263,6915,1287300,1869,1052,358,74195,40754,157398,340577,115351,599663,340577,24014,130588,18571,2803729,3200,0,93604161,18855599,1433,3.867463012,0.258567437
457004898,1767587016,1131865,269172,3465536,2955375,18639,8115,1238364,4863,932,858,140373,84040,217196,273444,67705,185301,273444,18290,38227,17945,2835006,3188,0,96123846,18659464,1403,3.867763833,0.258547327
448121079,1733659548,1266100,203480,3844993,2457901,18124,6557,1348741,2049,1271,125,77785,46454,145030,111429,6669,38226,111429,20177,92522,42033,2162980,2373,0,96612383,19541777,4002,3.868730192,0.258482745
451785143,1748144791,131258,239237,502071,32773,77819,24626,561499,3922,2825,240,75989,46821,151429,233055,16589,74307,233055,16916,30351,19722,394696,0,3,116786064,46109314,365,3.869416288,0.258436913
452299420,1750337757,925391,308328,2202084,629244,66160,42061,386138,8128,2719,1262,101659,73705,209133,81068,44086,38519,81068,8260,19865,9820,2640626,1064,0,98452443,14412130,2154,3.869865137,0.258406938
453288560,1754202649,630520,226944,1347585,365082,53835,25573,639985,5636,3652,325,108453,64055,194795,258983,190562,25689,258983,14511,15290,13114,3102088,2292,0,105064149,31430102,1212,3.869946881,0.25840148
447658373,1732436536,634591,378176,1792793,2738256,15788,52862,1015608,1990,3960,411,29230,30139,74923,118033,11403,89978,118033,14254,20940,16202,3354842,2944,0,116884847,47195683,1389,3.869996945,0.258398137
452812327,1752808517,1074178,336304,3641039,2600478,17844,7249,1152899,2406,309,1274,123492,45296,145500,127805,4766,61964,127805,12719,29309,14066,2717625,2304,0,98643408,32788983,2294,3.870938162,0.258335307
455606346,1763744162,1341679,195638,3709555,2807932,16606,6789,1375121,3070,18869,2326,151388,88696,169601,138053,11309,54426,138053,14146,24786,12956,2651242,2367,0,91638241,17670137,2279,3.871201921,0.258317706
455788862,1764512147,1179998,237524,3515985,2918883,16180,8085,1074477,2254,1968,300,43878,27656,89744,157190,16677,65865,157190,16069,20948,16407,3195719,2877,0,92157419,21468746,2559,3.871336696,0.258308713
445193565,1723529033,503945,257755,3001440,2986518,42909,52319,735449,2429,1222,195,27180,37062,84389,378472,41603,217594,378472,41603,3763,40719,24224,0,0,112924587,44771027,1095,3.871414972,0.25830349
456328707,1766794266,834830,239736,3164243,3017565,14631,8581,963604,2005,1065,539,89174,105162,246384,144954,73718,80546,144954,16328,36947,18345,3218849,1534,0,101268187,17817413,2044,3.871757877,0.258280614
452786062,1753133873,952623,248744,1782317,656052,72576,43354,406386,4436,346,773,96364,43733,129545,94233,12512,28939,94233,9656,10220,10752,2818375,1672,0,111243539,12864450,1548,3.87188127,0.258272382
456182911,1766451518,1081754,271894,3797332,2769020,30794,44676,1002835,3387,881,155,38334,39494,93099,125578,13240,62970,125578,14886,20434,17260,3136013,3803,0,93470593,21332034,1881,3.872243952,0.258248192
456474805,1767812810,1341336,185489,3430886,2951242,15083,7554,1379145,2239,3672,460,65162,35617,103694,107023,10602,44340,107023,12684,12883,14991,2710770,2677,0,96985821,18365852,1903,3.87275002,0.258214446
444767972,1722769083,98182,286503,359855,41692,45295,10194,710528,3199,3605,420,102226,96998,279323,334546,22588,372134,334546,38896,106573,36208,3148605,5373,0,113262883,54198734,631,3.873410838,0.258170393
455848632,1765689219,1350557,193476,3634288,2760651,13650,5597,1495072,1553,651,150,81403,43102,131927,877160,106647,48390,877160,17012,23698,14718,2783622,1991,0,93527337,17206221,1427,3.873411249,0.258170366
456577460,1768555949,1387496,188312,3811124,2663525,14935,5467,1402370,2366,576,115,64521,33416,97400,124120,11506,41822,124120,13767,12658,17080,2588012,2561,0,95912804,18221736,1548,3.873506916,0.25816399
457302159,1772039587,1097928,271485,3941497,2833467,21431,8282,1141392,2830,944,307,81900,54753,774184,328068,167571,521943,328068,18569,39002,18267,2910139,3256,0,93428710,20448384,1898,3.874986269,0.258065431
456403233,1768760625,1098266,281478,3322985,2892947,33172,35457,1146987,2289,541,145,47613,34067,114592,191990,14717,72336,191990,17005,17241,24582,3145180,3830,0,93386241,18907851,1608,3.87543404,0.258035613
456686407,1769858731,1233772,222657,3722133,2851554,13248,8441,1215563,2900,814,1618,115710,78119,268866,144258,12864,105928,144258,13221,26313,12138,2814389,2975,0,95818609,18342557,1337,3.875435537,0.258035514
455568819,1766039318,721915,76132,3899726,2633649,24304,44148,590690,4979,6151,996,122332,226175,476366,922802,65364,159720,922802,44305,72583,14624,2441457,1308,0,93835447,21652359,1497,3.876558808,0.257960745
455829562,1767257825,873926,274774,2645023,1350893,15549,25984,1592283,500,390,95,99612,79298,198703,261566,162865,546706,261566,53548,2488,44844,14646,0,0,118025531,23469546,230,3.877014508,0.257930425
446535966,1732028562,429565,292512,1445189,123849,33870,871,192012,3972,611,70,10104,138322,179162,627994,181436,191288,627994,31890,39938,28939,3162476,4167,278,94366125,47847630,1949,3.878810877,0.257810971
450592947,1747873046,1377014,184202,4350201,2406081,14509,4405,1439935,1678,641,110,78569,48602,148461,165583,7101,51281,165583,26038,98015,51851,2422149,3042,0,92423675,22712005,3346,3.879051054,0.257795009
454926007,1764815663,254674,227357,769825,11981,41735,1570,115775,4549,2009,685,45200,71546,183075,173336,129000,55915,173336,13661,17679,14287,3279659,2624,0,111886517,40541353,626,3.87934661,0.257775368
456670553,1771759461,1326562,217358,4406623,2686574,14411,5085,1411539,1292,290,110,77671,100727,240836,260387,7164,12194,260387,43655,8492,13121,2634785,2380,0,94879662,23053905,1518,3.879732226,0.257749747
436637578,1694171996,1042088,445885,3908434,2695274,17893,7373,1237153,1889,1037,140,76660,49633,146199,133610,11045,51681,133610,14284,24039,15237,2806463,2361,0,93599977,62329814,3647,3.880041667,0.257729191
453503621,1759747987,232123,317980,875140,15175,37074,1564,78337,3284,2239,531,59011,44105,119857,683076,87607,85939,683076,31535,46612,31087,3211557,4158,0,106669406,51892791,801,3.880339441,0.257709413
453710112,1760610297,1336586,222434,3926526,2775643,15858,6310,1393219,2174,967,150,68889,33401,102330,332963,70388,299739,332963,17768,17924,18087,2574087,2768,0,89873081,21584536,2584,3.880474008,0.257700476
455707820,1768659735,1171143,258218,3800960,2820281,13225,6782,1258486,2179,796,180,94923,60659,183635,176637,16035,97469,176637,14609,32053,14966,3119754,2757,0,96052134,20975301,2523,3.881126585,0.257657146
456774448,1772886384,1399481,194378,3820145,2684990,14058,34012,1191462,3231,3467,330,7570,97911,122478,473073,104497,40169,473073,18059,14926,16037,2636394,2611,0,93338904,18668301,1533,3.881316899,0.257644512
453281562,1759440442,542740,280721,1174733,17063,54329,918,348049,1247,1978,736,58554,150571,369219,127109,75918,57364,127109,11875,17110,13221,3016133,3112,2,107292678,38830845,987,3.881561902,0.25762825
456435002,1772075703,1067331,299368,4934688,2737906,20072,6529,1217336,3191,310,300,132541,80885,223496,259214,19424,56404,259214,19162,18362,26314,2005302,1724,0,89280596,25971995,2214,3.882427279,0.257570826
455802972,1769928566,1362224,177606,3610946,2615439,12675,35214,1127508,3216,3351,305,13221,167608,219421,166467,210795,41719,166467,12946,12877,13502,2593242,2699,0,93982880,18290595,1578,3.8831001,0.257526197
456681720,1773660930,1257299,240869,4747319,2722322,18538,7317,1219178,2264,435,275,55739,106826,208319,353558,61594,12896,353558,30918,15861,21522,2714022,2849,0,88585738,22381131,1928,3.88380102,0.25747972
455063443,1767640209,815169,281590,1921883,2143540,19994,30128,1283806,2254,1122,155,71109,62691,151122,157266,10983,55127,157266,10390,24159,14747,2961998,1005,4,123830170,17525540,494,3.884381917,0.257441215
456806005,1774491866,454209,367052,1630339,1673144,36486,37123,1481648,5325,3070,828,270428,90512,221805,131175,10659,27787,131175,7897,17336,8943,2693772,858,3,116937921,28688110,280,3.884563352,0.257429191
451551793,1754095838,591830,273943,1425545,356148,43302,718,258840,2820,280,218,15943,220164,275203,225233,115172,102558,225233,18725,21161,15950,3338124,2855,3,96299808,36575899,1913,3.884595001,0.257427093
451620154,1754492526,724714,277162,1532933,304906,59617,1285,409530,1613,295,480,38796,122101,245196,95697,35771,33166,95697,7646,15205,13364,2500706,904,0,108702003,37616126,1590,3.884885363,0.257407853
453774334,1762957769,1040613,329992,4655751,2739885,39108,43220,1088309,4349,902,265,131956,84179,219703,319203,75801,19431,319203,107788,38616,33653,2539034,2599,0,87319592,28604612,2696,3.885098025,0.257393763
456196267,1772550146,1297114,218577,4011562,2818590,16940,7011,1352607,2254,937,368,106715,132938,246467,120844,55723,57275,120844,15995,24770,16177,2768197,2574,0,88359432,19493947,2224,3.885499015,0.257367199
456400364,1773457647,868078,359823,3260141,2948632,23213,12096,1057822,3511,5250,501,61718,59155,161608,399475,22589,189969,399475,39328,152053,117110,3133728,4240,0,94252558,21118758,1458,3.885749852,0.257350586
457010452,1775895747,1323517,195362,3908938,2537967,18799,5494,1344987,2878,754,797,92850,38051,127179,114095,9106,58848,114095,11117,20298,10910,2840720,1734,0,101542796,19656690,1443,3.885897443,0.257340811
456441087,1774458938,1219008,292428,4225719,2795992,22760,6518,1279081,2975,4657,1054,103747,109605,703209,382464,110811,87208,382464,24618,28658,22007,2719206,2285,0,100057120,26047375,1488,3.887596863,0.257228317
451031844,1754097699,906074,307862,3814048,2807355,32928,44420,929304,2399,701,320,61468,40130,112714,115381,17635,58091,115381,12932,21034,19313,3136507,3175,0,112202570,44393857,6272,3.889077284,0.257130401
456026810,1773581343,1373781,185105,3870361,2560195,28416,36898,958190,3241,3281,105,8968,151628,183288,180275,432570,62518,180275,14551,13844,15262,2673196,2799,0,93457850,19488104,1773,3.889204108,0.257122016
456548776,1775929965,963586,283127,4005568,3030227,18798,9382,894616,2545,878,1039,121433,86606,257728,180841,26233,83289,180841,14174,32233,16410,2982015,2893,0,92312769,22862112,1839,3.88990193,0.25707589
456440723,1775871773,1246175,200374,3679383,2667250,17922,6479,1275549,2620,440,75,61850,46306,104173,622959,103939,321600,622959,59759,19306,21159,2600135,2902,0,89384963,18453399,1918,3.890695294,0.257023469
454093973,1766752605,196611,162595,879183,1317383,29739,65214,1000470,3071,4078,476,54603,38586,93207,141412,9695,77293,141412,14940,21545,14969,3315380,2642,7,119711202,28650065,310,3.890720225,0.257021822
455762778,1773325849,1022068,295269,3392017,2588896,42858,34071,720420,3547,190,80,8692,146732,131958,447946,235638,32746,447946,32976,113125,48304,2884018,3269,0,93447793,22317734,1848,3.890896612,0.25701017
451999503,1759423156,993017,262020,2411965,1137955,52779,44469,340237,2643,289,661,69126,30001,102973,105161,4002,53628,105161,13471,14767,14310,2953014,2567,0,105869136,17834491,2229,3.892533386,0.2569021
453072259,1763658648,427160,254088,893398,13921,39357,679,291287,3893,260,90,9640,137939,241139,457295,239926,35619,457295,15629,18067,18371,3013312,3601,0,104176673,42679296,922,3.892665271,0.256893396
454451306,1769073533,1110124,252986,3795837,2785708,15556,8594,1140664,2605,1162,155,104694,66394,192097,324167,39655,147592,324167,21673,26212,20025,3051113,4027,0,93169272,19787218,2728,3.892768069,0.256886612
456284124,1776949354,899100,210481,1978936,1612011,20206,27101,1777598,1733,500,150,85352,48575,125390,250105,203938,72461,250105,59773,5818,60560,8367,0,0,114271696,16744205,225,3.894392245,0.256779476
454700104,1771574853,1102928,273835,3984603,2696534,18239,7360,1204634,1823,991,120,60899,35651,118606,152218,7809,57885,152218,21735,97210,49634,2195522,2442,0,87647064,26202631,3156,3.896139098,0.256664348
442373122,1723711210,240723,225950,718405,317930,45261,2743,793287,1421,460,165,61239,38919,110063,242244,17258,81820,242244,19399,15205,16713,3243158,2047,0,113989435,43226936,631,3.896509811,0.256639929
456166391,1777938298,1341680,192669,3774967,2671947,15954,5199,1428239,1733,375,100,54352,36891,102270,159219,11221,49785,159219,16156,13520,17639,2643209,2774,0,93394749,17237662,1685,3.897565303,0.256570429
448367134,1748054087,988896,213478,3579728,3252114,15268,6952,1432890,1903,656,240,48361,93374,190749,110890,2655,33812,110890,27796,6932,34356,53900,0,0,89233675,35132198,1082,3.898711468,0.256495001
452893034,1765726902,659365,334403,3257598,2981382,18711,12717,686730,2623,1061,1907,106819,84851,232296,265090,18530,228355,265090,27968,157218,52970,2906842,3763,0,97586401,26618677,2244,3.89877249,0.256490986
456435722,1780156586,353967,363285,2646225,1463028,29572,25716,619960,9680,566,856,90521,163543,275880,766273,309346,111233,766273,41934,83185,58073,2616632,1171,0,122865878,22312798,455,3.900125473,0.256402007
454002001,1770771209,517113,248000,1393084,277925,46187,19702,758261,3221,2374,170,47323,31341,91087,194645,386725,57163,194645,17153,17317,17919,2819156,2499,0,110517191,34104034,796,3.900359922,0.256386595
449689231,1754039856,821848,102726,803294,21820,38221,2017,494398,6265,2949,560,71785,34074,89169,117056,8783,58114,117056,9252,22042,10479,2897526,1183,0,94479300,19406508,6423,3.900560065,0.25637344
442536791,1726751790,478356,263156,871595,505545,73825,7840,282377,3156,250,60,7775,157529,166203,245488,4315,23504,245488,63925,10515,65052,7809,0,0,100075269,27274900,1279,3.901939511,0.256282804
455964004,1779242131,1288801,228587,4538202,2751029,16950,6716,1303225,1673,811,516,97668,99828,286150,273216,18157,81199,273216,22075,18670,20925,2749106,2990,0,88590344,21726698,2319,3.902154809,0.256268664
452232715,1764788699,704945,219942,2994854,2358251,17470,5793,1346081,2289,385,250,64048,40600,120831,150005,12512,54328,150005,13714,13588,16645,2293188,1628,0,111538282,35765083,619,3.902390607,0.256253179
454099797,1772107050,1336107,224617,4065948,2372502,38083,78599,1105238,1813,1077,220,100458,64529,188852,144659,12238,57665,144659,14048,27320,14555,2720416,2054,0,94939100,22952917,2909,3.902461665,0.256248513
456244357,1780732361,689842,306170,3430619,2867949,33297,48075,670358,2655,1352,155,34899,40701,96086,574332,189044,1994668,574332,22876,102331,23075,2950189,4453,0,97552029,24119355,2144,3.903023311,0.256211639
436146071,1702696443,265520,209508,940101,881302,38204,4973,1322255,1608,415,145,50364,31572,96969,145665,6519,66031,145665,25270,82388,69095,94430,0,0,103728731,48253000,826,3.903959146,0.256150221
452372511,1766270539,612227,249239,1519662,190646,38461,1170,334393,4863,513,808,148269,111606,252364,240171,18494,46029,240171,13807,13238,15618,3250711,2180,0,106348506,34640390,1007,3.904460364,0.256117339
456123028,1780920631,489454,324050,1583950,1150539,51269,45582,1139818,8575,4874,1299,114283,51456,176032,288511,24838,173395,288511,18249,63334,49016,2538071,839,0,107211678,18102886,270,3.904474279,0.256116427
454582511,1774909970,1239845,220466,3876799,2653709,15044,5438,1913840,1869,516,95,56377,46501,118395,285271,5937,62866,285271,22223,107150,48199,2698881,2561,0,91349783,19522635,2179,3.904483624,0.256115814
453481931,1770638533,219810,245599,817269,36257,41736,1464,75153,4405,337,417,17779,127978,164853,292933,122434,322031,292933,28634,37759,25133,3209423,3325,0,110208399,41768973,766,3.904540428,0.256112088
456676072,1783635521,1132727,245176,3793173,2469224,22071,8164,1074123,3816,836,763,106710,43420,123787,283351,51716,275825,283351,19069,16751,21492,2600128,2799,0,88375058,21276280,1392,3.905690774,0.256036655
454832091,1776731159,843096,197421,2913172,3080023,16118,6861,1546891,1668,611,105,69475,54929,144365,117267,13627,40011,117267,30938,81486,70677,19341,0,0,121288377,32033705,629,3.906345208,0.255993761
453470982,1772344668,377336,288219,764994,191144,62127,25927,1014290,5431,642,752,233057,55487,179339,156804,7371,65239,156804,13264,15067,15681,2723469,2580,6,114696042,39765942,551,3.908397093,0.255859365
452255693,1767750950,834943,315176,2343495,937664,70069,33369,212911,2783,218,1087,145476,48191,134037,157589,10095,60240,157589,19319,18750,22695,2507353,2768,0,87485996,19812149,1783,3.908742283,0.25583677
447558017,1749730221,168156,197937,552675,69147,64141,3704,636777,2639,654,165,45685,35519,86950,148145,9081,50304,148145,14123,79974,56304,943324,50,0,118395828,33465380,751,3.909504812,0.25578687
451762966,1766182330,787173,280533,1725753,481819,62213,798,395615,2641,195,505,17646,169937,219419,120364,50854,61354,120364,13452,13239,15313,2749073,2123,0,91711451,31614417,1969,3.909533235,0.255785011
456620978,1785286546,670712,342563,1925602,1219564,35588,34406,1656887,4499,234,746,96285,47544,134468,83848,12049,59955,83848,11492,13972,11010,2092941,901,0,99796914,29546154,290,3.909777763,0.255769013
455594373,1782276670,1314940,202782,4169137,2580233,16866,5950,1363129,1668,816,120,89406,55283,137156,243959,7433,301153,243959,24103,100383,18856,3053202,2901,0,95709967,20748330,1485,3.911981305,0.255624943
452965159,1772153644,243256,243070,495213,18279,39973,773,170495,1387,250,85,8395,175993,274784,324116,82270,220194,324116,35119,80971,30221,4098655,2599,4,114015048,44509440,661,3.912339854,0.255601517
451018283,1764713937,1101228,371714,4423549,2540575,22053,6862,1099739,2510,631,428,60877,37882,732555,165056,99931,73642,165056,13366,23638,16410,2855888,1973,0,94705215,39145144,1873,3.912732595,0.255575861
448141579,1753949655,1158015,227766,3998847,2492867,18005,6426,1155872,2726,441,115,39568,39194,113728,193331,22637,84307,193331,17272,18400,19258,2453975,3248,0,86718483,23443449,3023,3.913829328,0.255504243
456630425,1787375601,899496,383722,4873203,2749920,24712,9005,957494,3392,1633,255,84730,63764,165431,1099432,174954,34642,1099432,50916,156250,57158,2701621,2793,0,81039672,35880960,1818,3.914271812,0.25547536
452832362,1772728227,885000,270501,2812847,761634,50888,42232,554541,5541,3046,586,139505,121615,288125,345463,148521,182334,345463,16587,15760,15960,2606707,2211,3,93575182,22504621,2029,3.914756046,0.255443759
451067755,1765918345,420765,238394,1039987,350731,50694,17677,1376901,2598,746,195,97038,97260,217106,149638,4372,16574,149638,37426,8092,28131,7641,0,0,105129507,20167720,185,3.914973583,0.255429565
455633979,1783899453,1316331,197624,4056312,2575821,16542,5606,1367066,2004,335,300,64772,41074,178652,227823,129032,61661,227823,15366,12984,14317,2471988,2699,0,95026123,19416472,1913,3.91520285,0.255414608
