cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,l2_rqsts.swpf_miss:u,page-faults:u,mem-stores:u,l1d_pend_miss.pending:u,frontend_retired.itlb_miss:u,IPC,CPI
451615068,1630685383,1995080,114806,2461459,2796242,8573,3475,2024896,937,711,40,32194,25308,71699,112178,8011,50447,112178,6778,14107,9734,2928527,996,0,102779721,15692434,5837,3.61078604,0.276948008
451320640,1629622711,1815107,160018,2845105,2537543,9794,3956,1928483,2044,516,85,51790,41154,101351,104876,7103,40402,104876,7047,15515,9276,2990720,977,0,94684632,18142031,3985,3.610787025,0.276947932
456813167,1649535509,1824806,196701,2587957,3185954,11074,5224,1911199,2149,813,345,57025,38292,317092,285889,59138,15192,285889,66706,7915,68617,17553,212,0,101020807,15391994,1838,3.610963142,0.276934425
456423697,1648167348,2002929,117541,2588687,2836980,9180,3543,2086862,1798,576,340,45141,32901,128015,94258,114542,31479,94258,7986,14437,11411,2708265,933,0,101440186,14224760,1808,3.611046838,0.276928006
451676059,1631314870,1975751,116551,2455780,2789645,8100,3526,2095167,1297,501,190,51222,30755,85278,184220,11078,42841,184220,11134,16345,10909,2736205,1133,0,99630241,12146316,2360,3.611692135,0.276878527
456242435,1647908668,2044858,126261,2542191,2744657,10739,4735,2020815,1708,746,195,77043,40562,124265,175236,320160,65267,175236,9604,16053,9728,2585520,851,0,103592488,13018818,1838,3.611914503,0.276861481
454630709,1642184095,1929050,112837,2594978,2735257,7754,3265,1952249,2071,2071,2218,81378,75754,179349,68422,7759,28684,68422,6469,12839,7027,2499377,908,0,102193606,13121295,2435,3.612127519,0.276845154
448479780,1620018450,1927579,159178,2541148,3119727,8557,4479,2134805,896,481,55,50601,30235,152996,262718,76013,340309,262718,11017,21428,10623,2805414,1653,0,93155551,17767314,2970,3.612244124,0.276836218
456031193,1647504901,1919600,159192,2589375,2745015,11374,4625,1929386,3139,668,1930,29220,166508,187860,311916,10258,28030,311916,52538,68607,30484,2830893,1452,1,99396343,12875981,1197,3.612702215,0.276801115
454969756,1643789506,1830328,108351,2981013,2707636,6789,3207,1849836,1370,630,2988,112956,32643,113990,288970,73117,233586,288970,45385,52784,23007,2010196,733,0,98333881,15856867,2752,3.612964344,0.276781032
455193577,1644608866,1938870,154748,2727694,2747206,10398,3635,2041865,931,651,90,65165,50996,143862,86430,6531,42910,86430,7258,19062,9443,2803552,1195,0,92331166,18054066,1757,3.612987856,0.276779231
453508050,1638632897,1974626,149582,2826555,2784993,8937,45176,1655892,2956,5035,591,81925,67042,164469,138745,8349,85171,138745,15821,33534,17285,2624393,2838,0,80547599,14277900,3927,3.613238832,0.276760006
452367976,1634537954,1493931,317777,3248222,2776021,24285,23298,1351474,7349,2493,1090,89587,116633,232473,466665,36516,44495,466665,19242,22648,15953,2902354,1139,0,93130249,28704532,3011,3.613292807,0.276755872
456919807,1651002378,1888456,177032,2905882,2491241,5435,2964,1915714,1324,549,422,73266,122653,203236,144886,44485,10798,144886,43412,7415,33237,10932,0,1,111405045,21012479,1628,3.613330726,0.276752967
454780696,1643306676,1769376,121965,3160179,2662354,11576,2454,1908972,4188,536,240,112029,111384,235897,242362,13439,40073,242362,11197,18673,20247,2568865,1067,0,99818348,22505677,2583,3.613404638,0.276747306
456090822,1648058432,1833776,232338,3096493,2480832,13463,3539,1566589,1369,501,366,121551,106461,255526,164402,20656,60971,164402,8901,19815,10130,2600359,1241,0,99508995,16163996,2202,3.613443535,0.276744327
456590002,1649933182,2058486,98634,2607740,2462650,20889,44192,1871500,2184,450,150,53779,41778,113093,1607857,80432,55762,1607857,12872,17974,9702,2618287,1014,0,101505911,13481526,1277,3.613599016,0.27673242
456954207,1651727115,1630122,217009,2374353,2946618,8318,3712,1958119,1558,1234,1660,45081,105853,191867,121850,5682,11295,121850,37227,8633,57533,10957,0,0,101561919,25040774,1077,3.614644727,0.276652362
456565486,1650388497,1937668,143460,2851413,2854575,12795,4414,1896622,2630,757,359,122995,56361,524597,85438,85862,32647,85438,9037,14710,12838,2796528,1265,0,99491631,14966911,1588,3.614790315,0.276641219
453183869,1638182625,1605705,348982,2816193,3029892,12769,5661,1718880,3015,986,220,85223,98131,210375,363651,76287,55967,363651,32863,7778,33744,55561,0,9,106442915,30843434,2855,3.614829955,0.276638186
456317981,1649757978,1855054,364554,2586276,3761704,20466,52811,1598362,3206,4388,350,9399,176417,235907,208530,57311,246376,208530,11564,11893,12625,2324246,2257,0,93111761,23682339,2224,3.615369209,0.276596923
456247336,1649613326,1659983,436797,2964284,3027510,72507,50339,958726,6913,449,524,19065,96422,156092,139810,35516,25165,139810,28878,10340,33718,1752506,1653,0,95726290,26525867,2314,3.615611963,0.276578353
456264202,1649814535,1984140,100193,2459228,2765522,7358,3339,2067611,1762,1102,215,66167,25036,71395,107490,389243,4031,107490,7052,11904,7163,2547047,826,0,104218903,11384221,1818,3.615919302,0.276554844
441747162,1597391715,1560534,215556,3483478,2431717,30346,50763,1398072,4764,1493,235,163559,97348,268653,302404,20555,64887,302404,29140,34697,36245,2946360,2948,0,96529082,23916798,4670,3.616076916,0.27654279
454938163,1645103059,1683409,183204,3615142,3329106,13581,3972,1665031,4195,525,3095,168504,87948,226519,366870,65864,331328,366870,22571,19853,18268,3271051,2442,0,93664239,23236066,1833,3.616102567,0.276540829
452026157,1634681426,1852782,253364,3125553,2769860,24594,45468,1507320,1676,457,845,227794,56901,158297,100320,5762,39675,100320,7521,17636,7402,2645621,732,0,101038748,10899971,1558,3.616342552,0.276522477
447464261,1618250107,1213627,375012,3571802,3238144,26921,14736,883462,2043,8366,1066,96043,101546,213297,173426,25220,89179,173426,19479,31528,22509,3061261,3438,0,99786709,32437358,3906,3.616490183,0.276511189
455413403,1647003589,1881769,122133,2710300,2792469,14681,2654,970079,7854,1960,496,65710,40601,121720,115112,3043,27868,115112,6813,10226,9068,2519966,914,0,100229456,13315176,1858,3.616502233,0.276510268
447587116,1618744310,1586619,265411,2825627,2779022,17851,6482,1725326,3805,285,1054,22853,109402,202263,153731,69966,246028,153731,16354,52224,16792,3322941,1534,0,96394283,19909482,4525,3.616601667,0.276502665
455783882,1648417485,1588464,308967,2502969,3385530,13836,7097,2002894,3376,916,230,47812,54128,118248,576784,124813,78601,576784,19736,20538,18751,3324445,2893,0,99742504,34146826,1898,3.616664718,0.276497845
456128668,1649812753,1733982,425313,2834479,1786226,60979,65919,725665,3442,766,536,41666,68381,150351,150862,5536,65932,150862,8480,19497,8975,2674802,920,0,98701507,16616881,1853,3.616989829,0.276472992
456130243,1649847818,1846162,162036,3162786,2736669,10908,4386,1840037,2129,736,175,78087,65831,172518,381857,58409,94716,381857,23004,10101,14339,2679741,1261,0,97644747,16263539,1838,3.617054215,0.276468071
439996029,1591606637,1368558,438262,3359393,2790244,23858,7847,1608157,1475,854,150,50027,38776,119864,200382,24979,95713,200382,15320,32119,11079,3522366,1471,0,93654633,43462358,4534,3.617320458,0.276447722
446535968,1615273758,1550279,327590,3232513,2816474,29261,53239,1112866,2139,1342,210,92816,50243,156458,297455,73437,77418,297455,20630,15183,11794,2679365,983,0,97541885,13172154,2299,3.617343,0.276445999
456136688,1650017068,1960238,154847,2838481,2886230,12525,4356,1875924,1593,876,170,89097,61384,169735,224417,10420,90044,224417,13178,25125,14586,3068210,1250,0,99476726,15360763,1773,3.617374159,0.276443618
455713858,1648612929,1904012,143692,2790658,2705150,10821,4167,1954221,3124,578,2974,142340,48751,151294,72943,5746,29835,72943,8284,14438,10496,2654684,1410,0,100006759,17931339,1694,3.617649321,0.276422591
457336024,1654808851,1937787,168551,3106690,2720978,13745,4057,1973674,2222,550,120,46287,33234,85719,87153,8724,40116,87153,8423,23145,11278,3074491,1314,0,98132014,18757592,1092,3.618365412,0.276367886
455973509,1650047861,1647590,220253,2943754,2542934,7156,3198,1834907,1034,640,444,68415,203005,281639,227454,58858,114083,227454,20838,54158,25826,3778186,1302,0,117679254,24135629,1603,3.618736239,0.276339566
444972983,1610345866,1786594,186345,3109207,2324933,10018,3237,1786321,2445,511,255,107059,108758,237873,218434,16979,33020,218434,7741,18001,7397,2560150,1171,0,91478208,20133513,7131,3.618974472,0.276321374
451323560,1633421849,1682226,279499,2448449,3846273,16403,9343,2144002,2945,1251,185,99165,103591,283595,97406,47397,119483,97406,12624,34409,13782,3042788,2704,0,87422320,29837928,3524,3.619181434,0.276305573
456356488,1651652610,1910002,122964,2959186,2724915,10668,4058,1906491,2279,707,344,67250,37965,618170,91069,77703,37791,91069,9450,13608,11347,2619698,1196,0,98919581,16412886,1272,3.619215796,0.27630295
449831068,1628043090,1840244,167837,2657803,2763105,9278,4380,2065296,1027,566,320,51216,36774,110509,222598,29968,154226,222598,18254,103314,15295,2982922,2486,0,100356769,16973532,2615,3.619232209,0.276301697
450607118,1630861367,1308029,382633,2544541,1709114,57778,64094,968224,6613,1638,140,83077,69397,147048,190441,11906,24733,190441,12860,14217,16638,2619742,818,0,94133306,26236511,2240,3.619253451,0.276300075
456237204,1651529856,1948076,92078,2623887,2579342,6813,3334,2056131,1973,521,245,72660,23851,71277,122608,127988,21191,122608,8916,13471,5830,2481881,920,0,100164703,12776602,1738,3.619892989,0.27625126
454426027,1645018152,1929483,100255,2548363,2558568,6071,2864,1982420,821,496,110,42601,26939,88898,116690,10314,30469,116690,10588,18047,13288,2957261,969,0,101215108,12563960,2861,3.619991053,0.276243777
457071623,1654790809,1639727,188484,2624303,3339347,12148,5399,1692353,4326,472,821,161530,124460,242247,341969,51726,283994,341969,58815,5060,50163,293582,413,0,99187085,15379329,1688,3.620419045,0.27621112
454545375,1645702549,1676900,236713,2901726,2988983,11415,5000,1745098,1678,781,80,67447,46006,134018,357040,82427,414157,357040,23042,57290,25520,3040716,3004,0,96723507,20021870,2459,3.620546241,0.276201416
456469991,1652758850,1936498,93146,2712545,2503496,6543,2691,2020229,1858,395,50,52311,35905,132765,239704,86183,51175,239704,24372,7382,8017,2516514,820,0,102983188,12193437,2008,3.620739331,0.276186687
456812498,1654042517,1944138,116532,3471368,2705202,9567,2361,1820379,4407,866,583,134907,125569,281896,191557,20139,26640,191557,10289,12462,10301,2674185,1409,0,98854617,20598033,1447,3.620834641,0.276179417
447288918,1619993994,1610877,377600,3633523,2639037,18260,13960,1794952,1649,742,265,52653,43019,99322,167004,11930,46989,167004,12018,16796,11836,2793921,864,0,103156702,32003293,1918,3.621806686,0.276105294
452043241,1637328294,1487917,174988,2463816,3812112,10365,5566,1560753,1242,981,100,46091,26508,156560,329271,69901,395409,329271,21111,54168,21770,3165215,3362,0,87421932,15328225,1782,3.622061222,0.276085891
455677123,1650870119,1884525,128143,2605021,2694212,7342,3047,1789652,2399,801,130,68684,41430,129352,187269,8498,35942,187269,15668,24416,12201,2672979,867,0,102499343,13334434,2174,3.622894448,0.276022394
441273656,1598776901,1784546,182776,2780437,2672069,11106,4537,1792646,2144,656,170,75515,50018,115883,165595,5129,51465,165595,9313,29694,13050,3313155,1684,0,91112756,16288029,5320,3.623096188,0.276007025
448501632,1625059279,1303981,333712,2679657,2206267,13295,55255,1756220,6712,4177,596,86129,54430,164068,272028,10353,171559,272028,36328,122643,73147,15134,0,0,94250063,56523842,1322,3.623307393,0.275990936
455527469,1650586175,1832882,171913,3408639,2841993,13896,5083,1827001,3153,895,479,77908,74332,169085,123291,14360,44428,123291,11843,14398,11379,2528182,1152,0,97283460,22064796,2655,3.623461344,0.27597921
454594535,1647357807,1738105,422694,3151854,3158858,24942,5941,1662976,5545,321,330,90268,101250,186705,101638,16696,20774,101638,5592,94918,54550,770682,738,0,91498932,38768298,1723,3.623795889,0.275953732
454626631,1647504826,1237748,545253,2413461,3162338,31055,36605,1578980,3557,2334,265,79518,104487,248914,690309,40011,276046,690309,30417,50820,21182,2893521,1039,3,96813514,26369630,2241,3.623863438,0.275948588
456403321,1653953308,1895040,163808,2808042,2860630,13388,5431,1788712,2808,835,2428,102738,35410,105196,93544,4521,45742,93544,9475,19200,11328,2715171,1283,0,100640603,14214698,1638,3.623885349,0.27594692
456819709,1655476956,1743285,127611,2649885,2418045,18107,2528,554193,4558,435,235,31355,98483,177986,122353,25328,34673,122353,8605,15088,8035,2981780,995,9,100977033,11440377,1533,3.62391754,0.275944469
446460194,1618028646,1715957,333502,3353150,2964848,26931,44939,1624252,1487,345,120,66378,38901,114533,123150,10289,47732,123150,11360,15004,11654,3110914,2357,0,99735087,11834052,2593,3.624127454,0.275928486
445107210,1613303852,1513940,260014,2982786,3243062,32609,84728,1241213,4002,4378,315,29361,146879,229369,111636,10771,73963,111636,6337,11109,5817,2489706,732,0,94004022,20488740,5022,3.624528688,0.27589794
452892818,1642147139,1845951,274834,3031005,2799740,33796,77892,1643740,3495,765,506,83811,45943,120435,133297,3876,47363,133297,7934,18436,6944,2738248,1095,0,101001204,12726597,1367,3.625906779,0.27579308
453191279,1643320040,1865529,130378,2879751,2511965,9620,4472,1903896,2067,674,492,69686,41465,117432,74224,3444,30870,74224,6901,17643,8674,2508762,1146,0,97443328,13892491,2885,3.626106936,0.275777857
456085677,1654036526,1974269,120197,2867517,2812548,9276,3495,2014399,1357,485,250,64028,59285,159600,286929,134711,52697,286929,13001,16177,11059,2885185,1214,0,101903663,13943189,2094,3.62659169,0.275740995
455533471,1652060223,1889684,122467,2549313,2862940,8989,4479,2034016,2009,696,165,58593,40976,133360,332826,162990,48334,332826,10620,15878,9483,2658807,983,0,100188168,12219602,1859,3.626649474,0.275736601
455247945,1651067946,1932098,100616,2627593,2521740,13850,5331,1337943,3112,491,145,60619,89054,202620,321538,5787,19640,321538,75963,6200,58724,776702,263,0,100633358,12916985,2149,3.626744424,0.275729382
456928987,1657447049,1976521,115193,2471906,2929476,9944,4066,2076384,1197,881,125,55054,38877,131675,315505,20716,46908,315505,11172,23090,43209,2845074,926,0,102397056,12156246,1673,3.627362448,0.275682404
447751180,1624274137,1821594,132036,3045994,2414381,9424,3066,1841157,3082,566,455,59397,44287,102923,156785,12337,29258,156785,7101,11767,7633,2483058,1001,0,102727637,14956277,3797,3.627626703,0.275662322
450373083,1633862625,1960243,110207,2739826,2665870,11394,3570,2051089,2185,726,424,68131,171739,336057,147898,101159,141007,147898,15036,15537,12092,2510081,845,0,99889640,14544750,2234,3.627798123,0.275649296
457567718,1660004046,1951778,132611,2768593,2684067,9399,3665,1982142,1322,521,255,74912,35506,146925,233586,245928,110353,233586,8977,16381,7490,2670307,1070,0,101931355,14275976,1217,3.627887154,0.275642532
456831524,1657367456,1614575,194672,2785767,3185753,10258,6125,2211292,1593,1688,315,63448,37138,125491,177427,3658,62518,177427,18624,24913,19563,2831488,2299,0,92580407,23298944,1423,3.627962102,0.275636837
456822830,1657441145,1345547,479483,2210922,3522463,44277,67537,745855,3242,3231,95,7520,149013,143740,125150,8574,17893,125150,34472,6413,38549,11154,0,0,107766534,36481286,921,3.628192455,0.275619337
454128427,1647687399,1571058,269181,3909815,2627347,18374,5848,1295505,1598,355,105,67797,82905,191471,271250,6551,30490,271250,59590,65129,39426,2534134,1659,0,99062365,15659200,2581,3.628241046,0.275615646
454832134,1650307675,1800001,181313,2529693,2855752,9155,4333,1823752,1463,636,105,39355,24481,75729,170538,14716,37645,170538,10941,15488,9600,2726900,942,0,98066612,15196304,2807,3.628388479,0.275604447
457261670,1659161623,1868344,205477,2500849,3105890,12117,5303,1797364,1207,521,120,62477,36958,115988,145306,6420,70863,145306,13028,36617,20131,3350481,1396,0,100395651,15890743,1107,3.628472999,0.275598027
452705564,1642742040,1395861,432300,2618675,1966749,32824,25164,1668644,1127,455,75,67229,50795,145888,308533,66967,23672,308533,24143,49506,30666,3898541,2233,0,92492665,39124748,1538,3.628720675,0.275579216
456035686,1654913483,1924384,88387,2733803,2696607,7069,3513,1974334,1102,501,160,49058,31353,94465,644976,81467,30655,644976,27450,14620,14626,2442557,1058,0,101546710,13109816,1789,3.62891224,0.275564669
455889331,1654519659,1622637,180699,2190382,934495,43888,1535,201738,1763,170,80,8456,171163,176493,891708,47804,235006,891708,31436,27467,23183,3094933,1365,4,97089828,22825075,1774,3.629213378,0.275541804
456784325,1657951394,1948040,138442,2627790,2742366,11905,4614,1945627,2193,442,729,88071,44817,130390,121081,8047,27800,121081,10966,16289,13201,2719589,1265,0,101320431,13565757,1392,3.629615342,0.275511289
453700645,1646899266,1885865,118603,2446226,2841140,11424,4588,1967012,6685,280,782,22088,144017,163261,651631,59383,268461,651631,11070,19688,9337,2757019,1058,0,99080757,13798183,2554,3.629924895,0.275487794
454038254,1648150321,1122663,420935,2162610,2306430,53361,70818,760640,4438,1528,295,125875,103992,265326,923711,400264,634017,923711,42525,91490,31276,4084065,2317,0,94650474,21665167,2059,3.629981189,0.275483521
450378976,1634933477,1817916,264307,1503007,4041008,28465,21356,3226079,1004,1240,1627,109822,51369,126355,126319,9005,41745,126319,7721,18655,8485,2885888,1233,0,99962316,28896722,2089,3.630128323,0.275472356
454280024,1649267637,1889190,126908,3088676,2729319,8270,3295,1893172,1718,531,85,72595,68194,164897,122250,3977,34004,122250,20258,171111,100463,81445,981,0,96904580,16923268,2064,3.630508827,0.275443484
456601803,1657989080,1868097,174624,2580538,3093423,11228,4937,1994988,2910,786,140,65880,46067,126052,793202,97638,53119,793202,12019,24500,13551,3331132,1484,0,100213151,13197925,2209,3.63114878,0.27539494
454594961,1650877677,1769877,153105,2996284,2583766,9161,2627,1703751,881,380,275,103087,112036,364333,632460,104504,85999,632460,11051,13127,9233,2799928,1070,0,101747029,14934071,1678,3.631535364,0.275365624
456157113,1656583692,1597816,195195,3098754,2730640,15062,5336,1596589,5389,1857,818,141162,122459,284337,267974,42780,224621,267974,6381,11121,5567,2684678,1246,3,100207261,16961420,1613,3.631607718,0.275360137
456213339,1656801459,1827475,172431,2553334,2905863,9298,5362,1756504,1918,4864,541,86371,48435,157759,471785,129306,129195,471785,14100,21142,13270,2807521,1352,0,100825709,13462295,2464,3.631637476,0.275357881
452417804,1643136781,1475367,404040,3206844,3041854,29941,55516,988191,2004,1082,3019,124469,38155,128947,133666,7171,61469,133666,15689,38889,19115,3582831,1728,0,96391516,18510083,1443,3.631901235,0.275337884
456786028,1659157664,1865587,147167,2925959,2830587,8089,4314,1900309,2650,596,200,99449,60875,205347,316246,243039,57452,316246,9174,15331,8894,2580907,1190,0,97838941,19389946,1663,3.632242587,0.275312008
455910360,1656042533,1171047,576855,2800585,3565321,45297,156673,752121,4808,4451,658,7515,97897,108166,282932,2235,20403,282932,61091,4596,66342,1109452,1302,0,94293177,25960777,2364,3.632386272,0.275301118
457030689,1660153398,1945012,111107,2649584,2716787,9716,3685,2062503,1202,516,180,86671,50404,202973,244130,1052455,45358,244130,11913,16118,8511,2583328,989,0,100957100,13033576,1137,3.632476851,0.275294253
456595669,1658696118,1811600,127474,2764023,2702569,11405,36903,1550159,2827,4088,644,19897,87985,234236,331110,126318,37507,331110,4859,9851,5072,2195553,951,0,97250577,17440292,1658,3.632746061,0.275273852
441113823,1602607239,1604975,413132,2898415,2735497,8176,3438,2061282,1042,536,85,49965,39661,91331,126229,11823,21618,126229,6356,10270,6055,2546672,864,0,97145726,40872033,3653,3.633092312,0.275247617
452872611,1645405123,1885994,110698,2815488,2640374,9184,3665,1889663,2860,93,2752,104715,44562,143516,109499,9910,30017,109499,10560,14494,10836,2577525,1146,0,99427437,13697187,2876,3.633262606,0.275234716
440209626,1599818904,1678529,139163,3287828,2472115,9744,2725,1671867,4585,791,431,133989,109898,263369,427626,16618,64950,427626,32223,10544,108041,2557766,1362,0,95242104,19212545,5251,3.634220629,0.27516216
453911248,1649670441,1593823,500830,2356390,3871998,30128,57161,1461884,4183,4514,631,39160,93474,224661,198458,15005,45817,198458,12299,21150,11843,2668260,1125,0,89036491,27141063,2679,3.634345807,0.275152683
455854349,1656732895,1886182,91017,3309412,2635692,7884,3189,1966953,1187,510,135,80439,44580,163377,296411,182788,38544,296411,9602,9910,24529,1018375,444,0,96807950,19482448,2294,3.63434702,0.275152591
455948405,1657120442,1831747,124522,2552760,2766781,7930,3482,1600728,2680,375,190,76127,81188,177385,113844,10622,17981,113844,3997,14458,9365,2664436,800,0,103207014,12257504,2219,3.634447284,0.275145001
443311680,1611230774,1550788,146644,3262538,2892901,9697,4099,1554816,3481,445,626,106859,55737,186430,318862,57362,57612,318862,14145,17322,19337,3163842,2316,0,90658505,16384890,9384,3.634532648,0.275138538
453299986,1647809450,1790842,128477,2968489,2656231,7326,3429,1861723,1653,541,230,77861,52301,130676,134728,6732,30794,134728,7365,14546,9113,2735084,924,0,97245742,18911391,2457,3.635141189,0.275092479
456040090,1657775523,1914542,133444,3046392,2738043,11471,3432,1956907,2159,584,428,52168,229200,264064,682069,98263,200529,682069,22653,18139,9319,2574523,1321,0,99349537,15736146,1808,3.635153048,0.275091581
454893838,1653660451,1866135,123694,3029213,2519267,7253,2712,1885399,2090,390,215,69138,56691,139566,148897,8289,42011,148897,8047,15223,9964,2528072,1069,0,101932141,15487734,2029,3.635266765,0.275082976
450691227,1638494653,1008808,525914,3259823,3103621,23193,11398,1000193,3356,3592,290,19134,99269,120205,120807,7339,36292,120807,10364,6687,56068,61709,0,3,101435440,44045951,2175,3.63551486,0.275064204
456643239,1660350664,1682059,149414,3125650,2909401,8170,4639,1778770,1467,852,2970,48342,140555,217185,407328,71538,297388,407328,26481,46369,27940,3093433,1359,0,97031700,18064209,1813,3.635990905,0.275028191
452821238,1646690162,1466494,469906,2345339,2437034,48504,37327,1784158,4519,6523,365,74054,153588,182593,277589,1036946,52490,277589,13388,25510,13622,2757832,1164,0,100086718,31434093,1798,3.636512654,0.274988731
456732108,1661170721,1877446,111250,2850327,2209173,26939,1998,746259,4844,210,80,27872,167958,279504,96167,18225,62102,96167,8736,14767,8410,2658810,1121,0,99520188,14937706,1367,3.637078918,0.274945917
454889488,1654491415,1785611,122918,3255104,2658436,7701,2950,1729169,1407,501,170,94444,86129,200005,267981,16438,51270,267981,14123,15726,12397,2403199,990,0,97949685,15025311,1823,3.637128267,0.274942187
446008384,1622257409,1774289,170022,2814393,2526490,27872,52293,1626056,2364,876,135,81709,53993,164277,132256,15012,42398,132256,13069,23846,14992,2680302,2204,0,91118030,22542125,6129,3.637280076,0.274930712
448579678,1632076146,1764564,272868,3113770,2807405,26032,46639,1611496,1307,601,215,60758,29910,88024,88838,7421,48226,88838,12718,15200,14671,3021810,816,0,97718592,12903000,2785,3.638319402,0.274852175
456780722,1661989918,1408574,377372,3162577,2911012,29322,52637,1100809,1918,1031,970,155629,52749,163118,65523,15457,42739,65523,5210,14129,7290,2642190,983,0,101362432,15832049,1468,3.638485247,0.274839647
454086046,1652229189,1870701,123359,2812326,2800250,8881,3832,2053661,1197,490,276,72935,54908,218652,214026,136674,133996,214026,13170,16150,14987,2692982,1089,0,97600952,15705769,1908,3.638581726,0.274832359
455694348,1658117963,1607709,137854,3654037,2852345,17149,4080,1596001,3895,510,3060,40416,131512,176703,934765,5629,34465,934765,57752,60136,42128,2144803,1803,4,96069599,20018182,2429,3.63866256,0.274826254
456194046,1659948859,1409059,238786,3407610,2854918,15697,5937,1606983,1492,754,442,86830,61423,155096,280459,30296,297491,280459,19925,62294,12715,2890251,1885,0,92081679,19198765,2029,3.63869032,0.274824157
449149263,1634335820,1452689,374816,3206997,3042602,27315,51227,1073947,2340,1332,120,68316,43167,134290,163685,15421,71981,163685,16341,30566,18339,3079697,2849,46,100386475,14021218,2480,3.638736506,0.274820669
453744563,1651150812,1706878,104330,2889894,2789444,8238,2958,1711814,1743,1492,353,63158,64074,117457,272663,116843,74673,272663,10709,8416,11578,2776516,914,303,99332499,13875957,2620,3.638943464,0.274805039
456427412,1660926734,1854947,159348,3126331,2490238,10661,3744,1866148,1017,4338,646,92440,77418,141727,337351,161959,78813,337351,11360,26843,13301,3064469,1221,0,98336423,16674296,1663,3.638972354,0.274802857
457277902,1664289503,1825811,141812,2553199,2594370,11683,3598,1676908,3576,340,330,89265,63343,214845,205655,186042,149891,205655,13719,27472,11353,2647411,958,0,101597552,12988043,1472,3.639558124,0.274758629
453040242,1648939349,1696307,273035,3166698,2560217,9790,3348,1702124,1226,430,85,63570,39175,112751,70645,9944,31099,70645,8549,14760,9948,2716337,0,0,111232347,30542591,1431,3.639719381,0.274746456
453119338,1649488924,1881467,137239,2728565,2693792,13332,3912,1703303,3502,1977,959,73077,80013,221657,91983,12299,32270,91983,12869,12236,13137,2664502,914,0,98570095,15224499,3081,3.640296906,0.274702868
456798737,1663105137,1843737,130831,2620407,2794997,11286,3601,1892294,1503,548,628,95503,119607,141661,211117,6764,12863,211117,74367,4715,91384,8134,43,0,105059029,14396052,1317,3.640783133,0.274666181
455424677,1658225696,1253374,460893,2119939,2417263,36949,29308,1980902,1688,1147,110,65806,48834,130805,264736,13871,110501,264736,16075,41349,44912,2932898,1865,0,91707782,54519235,977,3.64105368,0.274645772
454822943,1656105067,1300472,418711,3000834,2527881,10598,4457,1687358,656,521,60,44669,28451,82169,448562,44251,262996,448562,43578,3262,42704,11661,0,0,115873004,39963141,1777,3.641208282,0.274634111
454671561,1655578534,1815954,120228,2982580,2300134,23535,50754,1657565,4173,1691,3911,162885,50419,181898,234744,7340,60459,234744,15361,20910,13032,2548402,1302,0,98354030,18106147,2484,3.641262564,0.274630017
455893678,1660077521,1828529,80302,3027972,2464960,5725,2663,1948662,1377,438,344,81723,68225,726868,276704,96496,63521,276704,12777,10434,6582,2279179,795,0,96146099,17530085,2344,3.641369909,0.274621921
448080163,1631650413,1715740,147159,2886503,2772073,20161,3284,900092,3839,200,80,7579,151748,174530,684854,7821,117423,684854,55305,62589,16256,2672597,1164,0,97650547,16331248,2464,3.641425235,0.274617749
456728811,1663178322,1900529,139393,2562731,2798646,8533,4255,1892685,1753,861,160,63761,38891,112428,172718,501240,63314,172718,9312,16275,8861,2599766,914,0,98257739,13938727,1482,3.641500781,0.274612051
456282881,1661607705,1445918,189944,2891558,3286357,9193,3763,1463264,1508,621,165,51345,29129,87472,106545,4891,37971,106545,10129,19416,12387,3513858,1468,0,99297576,20141975,1929,3.641617457,0.274603253
451581462,1644615848,1843894,139458,3173694,2963030,8878,3841,1843334,1372,490,155,84267,74904,173112,91758,12293,41677,91758,8103,15980,13213,2577680,1099,0,91613374,17617674,4998,3.641902926,0.274581728
454953071,1656994284,1927658,108841,2691831,2670478,8487,3730,1999340,1547,610,150,59787,31729,87025,182993,11041,33027,182993,13155,92470,14639,2457468,901,0,101834093,13088637,2178,3.64212133,0.274565263
455892164,1660763167,1698802,185911,3425819,3179968,16850,9206,1278311,1773,435,200,88630,52469,154044,117608,12969,42252,117608,12462,15449,11817,3223883,1891,0,95696088,20312593,1753,3.642885968,0.274507632
437587087,1594107479,1283403,269034,3428565,2837897,15614,6784,1257166,2029,4313,511,85343,45762,139858,140328,12162,51316,140328,11685,13739,13239,2852064,2442,0,90788165,27293107,6793,3.642949087,0.274502876
456623594,1663798980,1816893,142384,2911386,2479037,9311,2530,1778293,4284,415,270,83719,98143,198828,862090,95827,53153,862090,28910,13001,15459,2302931,1171,0,100887415,15344075,1538,3.643699103,0.274446372
