cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,IPC,CPI
456784069,878228888,4173574,867358,1387887,1134276,246503,298,4126019,178465,105,1252,26425,388264,425689,16888015,68466,5009,16888015,285841,1077,245092,1045645,1.922634671,0.520119613
456496240,877711015,4204904,887597,1439452,1113766,246750,241,4352095,173099,150,1167,20754,379776,399667,18376342,166667,3707,18376342,256943,1164,269067,1160654,1.922712474,0.520098566
457558311,879822860,4259781,907032,1490402,967871,252201,266,4194737,195392,104,2201,54995,386512,438966,25150417,68390,5698,25150417,272832,1054,264051,1015778,1.922864996,0.520057311
455803194,876505763,4395807,850489,1425544,922015,219335,90,4133402,163661,135,2279,27317,368356,371172,13144868,65614,3400,13144868,228516,175,229635,802982,1.922991709,0.520023043
457484694,879822122,4464543,887591,1474459,1004664,240551,458,4457654,195323,270,2224,26199,341062,343002,12693242,68423,15072,12693242,247139,2655,243137,1158593,1.923172805,0.519974075
456368127,877731620,4429829,760585,1374435,914995,203155,169,4337629,136749,105,1723,32579,299016,340284,19099544,75118,4765,19099544,229935,757,229713,928041,1.923297373,0.519940397
455943743,876920796,4497276,803805,1383847,993658,236999,529,4284892,144972,105,1016,18971,320681,353739,15842628,53658,6706,15842628,250006,1960,242394,960881,1.923309201,0.5199372
457182611,879318767,4563258,872135,1430455,1040628,252107,190,4385931,172550,230,1257,22678,378611,401318,13569127,50308,7188,13569127,250128,1931,235192,1065708,1.923342546,0.519928185
457231496,879430561,4581055,811230,1421265,654746,235645,109,4425028,149177,173,2709,39349,298241,324141,15122361,77780,2229,15122361,212874,651,188331,689580,1.923381413,0.519917679
457396634,879772219,4320933,884898,1468363,682864,242093,203,4141810,147882,556,1573,23752,324426,351722,13109675,176447,7470,13109675,208166,288,200409,852528,1.92343396,0.519903475
457346552,879678908,4270775,884905,1390468,795604,237807,194,4389753,157041,135,2109,36549,340893,419743,12335723,66583,5403,12335723,227684,225,235780,920223,1.92344056,0.519901691
457307891,879633971,4187372,930356,1557398,799891,244370,288,4346019,179749,111,1981,36576,361036,403642,13884833,48926,4877,13884833,262994,914,261659,843001,1.923504904,0.5198843
457330247,879715671,4150646,841835,1355244,1130767,217187,134,4231692,159869,285,1026,21035,329064,357703,12400564,37076,7933,12400564,230537,1799,205297,1202452,1.923589522,0.51986143
457295100,879674155,4323545,877029,1537636,1131496,241613,294,4223284,170890,140,1172,39950,362511,413999,15111618,39864,8409,15111618,246651,1546,246485,1125457,1.92364658,0.51984601
457378289,879887595,4552999,834025,1437047,1041864,221160,169,4614493,159386,70,1968,32166,381993,412345,12839523,56552,11071,12839523,236982,3040,234842,1086088,1.923763362,0.519814453
456470533,878141289,4437524,869219,1366078,841058,227909,147,4351328,149966,150,1718,25100,330030,390537,12563052,181934,3543,12563052,229936,782,228962,1066745,1.923763366,0.519814452
457189901,879554133,4406477,882140,1414122,1132407,239875,219,4235008,152823,266,1844,32267,344764,361327,12407476,62662,7620,12407476,235562,457,230759,1116974,1.923826688,0.519797343
457204656,879583325,4489284,826910,1463217,771370,227367,225,4552630,143985,120,1227,24455,335219,359637,20595696,109761,9894,20595696,261927,662,257374,824548,1.923828451,0.519796866
457381221,880081028,4248623,827745,1393089,1358189,228852,486,4285145,155353,151,906,18665,342632,362122,12606592,34177,6293,12606592,215806,926,205089,1139429,1.924173944,0.519703535
457640105,880592396,4490296,765027,1342361,1050344,202204,398,4361340,177380,75,1788,27837,379119,396955,12955273,63157,3005,12955273,246226,939,252523,709939,1.924202854,0.519695727
456219065,877918124,4724010,837194,1404593,700360,238252,103,4752603,160724,145,1391,24545,322404,368367,14411783,56435,2070,14411783,210449,1050,177945,882183,1.924334583,0.519660151
456698797,878882179,4387608,856276,1450690,997956,216829,115,4568932,159338,148,2840,39944,329932,368668,15135895,75097,3625,15135895,207988,206,206976,832086,1.924424117,0.519635974
455892116,877330698,4330895,912410,1475325,1166467,254505,181,4407261,170032,230,1552,21500,354321,388035,13066131,148495,18977,13066131,240875,707,251655,1196984,1.924426125,0.519635432
457091863,879671980,4729967,778188,1398137,579649,213569,65,4686870,142916,85,2098,22166,313477,343989,11025992,177766,7241,11025992,208243,306,204137,793041,1.924497133,0.519616259
454735688,875145232,4279694,774500,1352058,854042,196055,103,4387807,160308,85,1462,24774,367082,394469,14273745,109176,12600,14273745,256418,958,263713,716724,1.924514075,0.519611684
457159320,879851445,4257494,890417,1403664,838951,242489,134,4154274,166241,115,1813,23033,328158,336909,12646120,58546,8653,12646120,228512,863,232594,655644,1.924605726,0.51958694
457207161,879985613,4021583,941115,1503023,897478,256017,795,3946354,150590,130,691,21681,329675,346095,33578927,41572,6875,33578927,274296,2284,260388,860479,1.924697791,0.519562086
457535601,880682180,4446891,843403,1412139,834258,227832,103,4511531,147961,105,1277,23893,367737,399202,12376254,48273,5548,12376254,233488,1157,229134,811067,1.924838588,0.519524082
457371481,880383425,4420887,805644,1440704,1072754,215874,294,4281556,144748,265,1177,19335,320111,349216,14123130,166633,9822,14123130,228810,1784,217290,1325626,1.924876083,0.519513962
457405820,880460377,4171519,900495,1485915,849801,238710,144,4390820,162083,60,1487,25130,349695,379974,12028998,52651,5386,12028998,234748,1422,226763,900471,1.924899812,0.519507558
456705310,879167280,4392362,843258,1451550,951867,236747,231,4467345,166740,150,1407,22242,359446,373661,11430768,29825,5523,11430768,218472,513,226432,990251,1.925020929,0.519474872
457119888,879997130,4335902,903798,1470140,1088903,241894,200,4405452,171399,171,2140,38948,375361,400818,16063441,46558,4809,16063441,259511,1152,265662,1150146,1.925090448,0.519456112
452774125,871644459,4372083,869854,1373289,751397,229640,93,4383557,147512,20,1537,29538,341412,378824,17955309,52536,7433,17955309,269058,263,257795,756729,1.925119858,0.519448177
457276206,880393917,4327779,930789,1534354,1186771,256692,309,4437316,173109,140,1387,21145,380831,410112,13603374,167466,10272,13603374,243951,1690,261922,1201511,1.925300082,0.519399552
457219245,880314039,4278567,811014,1441935,1100436,226830,568,4568784,156552,200,1252,20873,353127,378101,12713363,53961,6026,12713363,241176,1559,250626,1058712,1.925365235,0.519381976
455913383,877815149,4485443,851851,1483713,1097006,241745,190,4586061,175340,175,1162,21411,386294,409298,13090949,39738,6988,13090949,233817,381,227730,945535,1.92539895,0.519372881
457338694,880598723,4890459,745542,1418094,785992,209037,301,4702882,135261,80,2060,31329,311566,322233,10587310,46908,6706,10587310,207128,626,211570,818606,1.925484842,0.519349713
457455765,880829416,4910940,845854,1449556,483480,234031,181,4895119,145970,92,2373,31225,335660,365347,15071244,65509,7960,15071244,225219,444,212227,583249,1.925496372,0.519346603
456240210,878524992,4107920,912383,1560232,948328,252544,206,4253194,169846,538,2753,47509,338954,362951,17523813,61198,13037,17523813,219186,1058,222024,1037350,1.925575547,0.519325249
457359102,880689519,4651961,796753,1382188,835833,215843,112,4520559,144804,165,1758,26292,328299,370371,11952917,61022,13317,11952917,214368,970,221713,794200,1.925597447,0.519319343
454789253,875803540,4118432,866867,1443667,880317,262360,441,4301786,149643,150,1998,41115,341588,425992,12852685,212203,16218,12852685,235587,632,211085,975639,1.925734907,0.519282273
457326447,880703433,4377304,839742,1520599,1114441,233619,582,4443838,164375,240,1582,20799,414249,433934,12440019,83539,4433,12440019,205440,2391,205636,1260408,1.925765367,0.51927406
457355583,880772467,4506884,813311,1410678,869540,215112,190,4439772,169171,145,1793,23449,364816,385278,12885734,159312,6492,12885734,202454,933,216781,942464,1.925793627,0.51926644
456923887,879943660,4286154,914224,1571346,1066832,234977,297,4336963,162199,621,1392,22432,391349,425363,13592106,166363,9789,13592106,245370,438,255904,975617,1.925799209,0.519264935
454531198,875376657,3945781,868603,1300428,1134768,243512,886,3807455,127247,85,1001,23123,362801,398357,18229136,40683,7407,18229136,234849,1640,244341,1218456,1.92588905,0.519240711
457164387,880459399,4320904,909838,1467931,889988,267461,203,4197632,184700,117,2030,32171,361563,390828,17400008,65019,7457,17400008,269841,1922,263978,1169322,1.925914231,0.519233922
456614851,879405646,3867060,930278,1510705,1324392,251061,440,3756911,170433,320,1302,21221,382794,397481,16064479,45125,9411,16064479,264992,1264,243044,1096931,1.925924319,0.519231202
456771096,879790762,4418227,878398,1504447,1273035,252576,497,4655814,163621,110,1232,18399,356441,374611,13044883,52306,7276,13044883,237637,1380,207910,955240,1.926108656,0.51918151
456998032,880250376,4076479,959043,1454859,745473,264120,145,4034625,178553,167,2196,34431,385165,419044,16109232,54728,11572,16109232,282834,206,267896,747706,1.926157914,0.519168233
454514730,875573763,4203204,874014,1482866,1113994,230905,147,4225540,165916,185,957,22675,374228,375046,16891367,49005,5781,16891367,196408,388,192911,1013905,1.926392491,0.519105013
456910419,880202789,4586223,836490,1485546,1071557,238977,256,4579969,161558,115,771,20995,370691,385888,14305301,41134,5591,14305301,250329,1922,255229,1268710,1.926423107,0.519096764
457518182,881433208,4403366,857324,1494242,1195232,231301,344,4367603,161805,216,1275,23409,396554,432435,14647392,42605,7595,14647392,245400,1039,240985,1030276,1.926553398,0.519061658
456331467,879206056,4148032,884394,1360446,963909,245647,137,4162410,156087,70,1217,22115,361425,381291,12465923,51619,15910,12465923,229105,319,234531,950428,1.926682948,0.519026756
456055875,878692548,4242201,961383,1660844,1220574,271617,466,4339115,178118,250,1212,22788,382803,401299,28784368,42993,11465,28784368,301160,1684,292513,1190579,1.926721255,0.519016436
456008538,878609084,3784193,952832,1348130,894278,242149,273,3955225,165499,196,1107,21831,343655,378228,13464044,46988,4846,13464044,228456,776,248583,909199,1.926738231,0.519011864
457198834,880953173,4061559,932025,1550377,1265568,250007,704,4048781,191478,290,1312,22472,403210,417037,18548088,65522,11297,18548088,240365,4042,235798,1259015,1.926849124,0.518981994
457554560,881653930,4471188,860289,1331170,682691,224774,46,4730633,143920,65,2359,24989,323896,381506,18051190,116728,6712,18051190,235656,68,247842,713824,1.926882621,0.518972972
455951464,878566128,4279990,877790,1408930,1146316,236083,518,4561670,160432,205,1227,25167,378812,399278,12875137,56212,3794,12875137,226440,1390,205639,1203075,1.9268852,0.518972277
457147721,880897645,4172168,864529,1457515,1155833,230006,281,4096867,170930,75,1052,22444,354091,391469,14249546,51432,7466,14249546,218691,867,217903,1045931,1.926943096,0.518956684
457399884,881401764,4545029,824908,1390347,1248754,228616,397,4461269,133875,165,1427,22502,329740,358429,16421889,57410,6881,16421889,233806,1306,226666,1278252,1.92698292,0.518945959
456648961,879966505,4622236,846344,1447280,620431,218937,181,4645286,159146,96,2741,36442,337215,390273,15999038,90087,14577,15999038,228707,275,219735,551456,1.927008666,0.518939026
455571307,877944510,4258809,803236,1471879,860933,213124,203,4400083,150990,716,2079,30990,340142,348664,11615833,70754,16670,11615833,198684,895,188844,1158506,1.927128633,0.518906721
456503267,879762751,4660457,793166,1399375,869160,211110,178,4556691,150937,140,2248,26920,324864,371632,14623235,165002,2696,14623235,240061,156,246230,878621,1.927177338,0.518893607
456138554,879079917,4472846,839153,1445409,904994,233647,142,4428882,146507,180,2434,43378,382611,451856,14641044,108401,9155,14641044,167468,331,187136,935009,1.927221256,0.518881782
456397717,879618446,4417425,810138,1458510,1022558,227243,266,4417960,156607,586,1382,20498,328460,354215,12008036,47274,7977,12008036,223731,538,225590,897281,1.927306849,0.518858738
456316747,879498296,4293477,768290,1455326,985630,220244,263,4479123,159930,92,1467,22436,340468,378480,12614476,48025,5234,12614476,226907,1076,224526,1094439,1.927385532,0.518837557
456987914,880796197,3871409,995702,1517161,1031938,252957,337,4050034,173835,250,1262,25127,406814,428861,13908366,44006,5103,13908366,230764,519,240990,1063718,1.927394949,0.518835022
456650875,880149027,4400932,804951,1447902,1121773,230727,206,4476456,172546,110,1287,24871,367920,411068,12864195,164055,4357,12864195,236958,619,238730,1054443,1.927400286,0.518833585
456264610,879455471,4244929,854085,1406134,791717,221725,40,4101395,155607,400,1192,27333,365194,432424,15414692,194136,10748,15414692,251599,93,242573,771780,1.927511912,0.518803538
457361368,881596991,4038762,896466,1417288,664043,226339,137,4282902,151271,100,2159,25244,332367,386317,16461916,118425,9718,16461916,237549,344,213373,677231,1.927572053,0.518787351
457790501,882478342,4470580,824474,1634647,929472,249602,507,4412108,170543,285,2735,25744,401017,428237,13985606,87033,9511,13985606,217619,3221,217963,1078008,1.927690374,0.518755508
455768454,878599342,4219967,881479,1412036,866985,243327,131,4281391,157455,105,1858,20128,328311,346690,11364465,52162,10006,11364465,213903,526,227332,967746,1.9277318,0.518744361
457386955,881813608,4335212,857128,1505184,997782,237144,231,4339289,182643,130,1207,29950,356348,405225,18238354,48066,6224,18238354,229955,1356,207128,991665,1.927937818,0.518688928
455935133,879056130,4231987,773202,1339069,1121957,211048,394,4244122,148574,160,1718,22768,304477,320513,13704115,176660,18243,13704115,250444,2479,244681,1029815,1.928028937,0.518664415
456949623,881038039,4287801,890590,1407631,1012218,247170,153,4265621,175401,180,1322,22653,357962,378486,13132618,54592,13337,13132618,217169,980,240585,920700,1.928085712,0.518649142
456964236,881091011,4256808,847101,1386184,802329,214054,134,4291309,170489,255,1688,30400,370390,401347,15117218,92859,5610,15117218,220803,294,214137,772866,1.928139976,0.518634545
457246437,881745022,3959488,1038450,1485063,749986,280207,253,4136379,174328,205,1477,24209,362765,391753,13676740,118390,4809,13676740,248211,482,259693,845352,1.928380301,0.51856991
456844513,880995626,4633005,842679,1427475,1172727,241933,366,4645210,154582,235,2046,23936,346987,371170,13004770,64198,9011,13004770,220315,1221,228752,1270810,1.928436483,0.518554803
456064220,879498108,4760961,830301,1433515,630007,226813,100,4753715,155062,50,1633,23614,314607,361271,13524687,52798,19292,13524687,241238,206,229292,673263,1.928452331,0.518550541
457414518,882136425,4866461,771914,1459435,1098152,206720,353,4974227,135340,245,1694,30218,322698,348865,11606702,52425,6938,11606702,225257,2053,225894,1147228,1.928527387,0.51853036
457277209,881973625,4352037,901603,1533021,950598,235673,300,4399855,153547,200,1057,22688,389206,418134,16609656,164933,18102,16609656,238683,1133,251825,1098084,1.928750455,0.51847039
457226657,881886096,3840525,818868,1418606,1187537,230907,222,4002167,170061,280,1036,24794,361664,406259,12562337,77327,4915,12562337,221004,1747,228780,1274867,1.928772268,0.518464526
456626512,880803863,3794512,969824,1460422,875983,254936,197,3942001,177458,115,1102,24982,388674,413872,14083058,53199,3938,14083058,223713,269,228010,880243,1.928937195,0.518420197
456979646,881490091,4293997,785938,1358670,860869,212585,165,4144282,153544,130,1653,23905,361134,395870,15041421,60928,6184,15041421,251756,1438,245682,968040,1.928948256,0.518417224
457416268,882412365,4498050,862959,1445545,769013,229473,150,4414488,139330,105,2895,28696,324469,362572,18697655,89506,24548,18697655,248880,821,258505,690897,1.929123266,0.518370193
456844303,881317083,4561953,817313,1364875,771523,247778,564,4451157,159178,92,2922,38674,344981,375343,13962418,78015,8446,13962418,228593,413,222440,810235,1.929141016,0.518365424
455653876,879035857,3942431,891810,1351453,1127212,262818,1703,3784287,143784,265,1162,18087,332659,365303,18110710,51846,20559,18110710,240856,4657,224164,1228337,1.929174541,0.518356416
455940195,879659471,4337105,772458,1285473,1001765,228168,378,4126263,151769,125,741,21125,329317,347780,12557348,35504,7626,12557348,200459,732,208259,967087,1.929330822,0.518314427
457077746,881877549,4314702,803742,1496910,1308457,250036,269,4310272,168817,210,1057,19212,372194,399115,14310971,93693,6267,14310971,246753,942,233264,1098151,1.929381942,0.518300694
456560618,880884624,4070044,991476,1687520,888256,273727,638,3842355,170264,154,1881,39015,373274,402897,18053284,36538,5955,18053284,259414,2141,273950,941637,1.929392482,0.518297863
446098275,860715909,4054744,850630,1255088,1189494,233218,654,4096607,136067,321,1526,17314,302685,324647,34168724,43858,16834,34168724,246692,2879,274582,1276493,1.929431153,0.518287475
456737545,881279559,4597896,842364,1418571,774325,231813,170,4561594,149372,71,1923,22521,311704,334696,12304503,65230,4176,12304503,221338,281,223052,796803,1.929509778,0.518266355
456827410,881461513,4708503,786260,1403383,1005442,225061,203,4698666,152807,190,1417,21253,333303,369874,17939000,63966,15316,17939000,227338,1133,192075,963006,1.929528513,0.518261323
456816306,881463196,4396239,821169,1406623,1017683,224717,419,4504856,153167,132,1537,22191,342687,371722,11819946,48733,5672,11819946,212790,738,223881,1698145,1.929579099,0.518247736
457280058,882401572,3943347,909684,1450604,888533,224204,106,4461596,159209,140,1758,30339,386946,414885,14668959,110657,6117,14668959,235499,513,227297,749965,1.929674292,0.518222171
457148429,882157384,4911124,725965,1309009,782152,203536,175,4985229,132393,25,1492,20183,280124,301145,12176052,61594,3118,12176052,201645,624,200818,963509,1.929695758,0.518216406
457359062,882687094,4672843,835485,1439380,725171,208819,106,4578421,151047,45,2003,22197,323726,351350,12091674,64415,3174,12091674,205291,1109,196494,796914,1.929965245,0.518144046
457204731,882397712,3976007,778282,1419125,910256,222860,144,3937892,177189,205,1212,23514,378697,401908,22399252,164407,3929,22399252,258634,876,228916,983499,1.929983774,0.518139071
456664256,881379765,4050636,822682,1329993,1238768,223709,306,4149885,164584,179,1639,30218,345160,360683,12137157,43761,9374,12137157,200790,344,207245,1234763,1.930038871,0.51812428
457710832,883443451,4492408,817799,1411420,1243043,220788,172,4468548,160543,320,1407,20807,372781,407918,12950905,175629,5918,12950905,248764,820,243350,1030790,1.930134463,0.518098619
457376336,882809556,4470271,892510,1471247,998652,248015,429,4517860,164629,130,846,25680,345523,369912,14979903,45438,11491,14979903,268610,2016,257275,943383,1.930160103,0.518091737
457402524,882908364,4470642,883086,1421729,1102464,228147,366,4433329,146624,300,1372,23810,368090,383707,14000289,106694,6138,14000289,232543,1054,232528,1118610,1.930265614,0.518063417
457428336,883042978,4472827,816575,1477212,952305,231598,475,4411794,156351,198,2376,35804,338773,350548,13364241,44960,12198,13364241,230630,1747,219329,1181125,1.930450977,0.518013672
457661059,883506802,4599848,804492,1337212,851296,218965,131,4411492,150593,100,1623,21967,307598,338477,12785026,82338,10050,12785026,243215,1207,249563,813292,1.930482799,0.518005134
457237438,882695856,4694105,807301,1439933,747732,231666,112,4464463,148330,55,1392,21886,312390,345438,13202944,58886,4996,13202944,253789,974,274977,777136,1.930497773,0.518001115
456137307,880573817,4139448,817281,1490805,732141,215849,227,4100081,147437,50,1783,27588,381154,401373,16126337,83809,17045,16126337,203254,519,210183,880532,1.930501635,0.518000079
456638988,881563574,4176046,905215,1498965,1017860,247218,408,4249828,184090,435,841,25649,378964,402202,21329520,36774,9462,21329520,261146,1634,244990,1056040,1.930548195,0.517987586
456688248,881681319,4024957,981877,1476436,764632,258029,100,4125795,163088,145,1658,26279,352030,378095,15277378,188295,18007,15277378,243237,363,233076,796667,1.930597783,0.517974282
455366901,879157215,4389272,910804,1442811,729580,249999,106,4455681,146432,110,1853,24047,361240,393497,12827040,76794,2210,12827040,243370,169,233433,690102,1.930656824,0.517958442
455888406,880189465,4076283,837865,1339235,1116017,225814,334,3979182,161596,125,991,20409,339822,372256,12731290,36281,4746,12731290,226836,438,219888,1175076,1.930712546,0.517943493
457286045,882911148,4613604,882495,1405773,284518,257710,125,4544954,185104,70,3428,57586,359819,402266,17846176,70196,8365,17846176,235875,482,233482,553136,1.930763376,0.517929857
456605639,881656436,4299218,813676,1285408,765500,222829,167,4422307,178239,235,1142,27107,401236,429906,13382395,46777,6537,13382395,202598,231,190743,866470,1.930892571,0.517895203
456178073,880833331,4613999,852816,1459131,892785,221711,228,4510001,151179,255,1738,23504,322017,353104,11905985,57282,5366,11905985,204384,244,213631,1096174,1.930898005,0.517893746
456265065,881003364,4278430,949955,1579410,921582,255466,438,4303447,169696,180,1708,22906,382384,411424,15325737,203395,9103,15325737,242735,1120,238751,921683,1.93090252,0.517892534
453754315,876190463,4558441,823692,1370212,385916,243078,212,4406257,160629,155,2029,25040,347089,367733,12935234,58680,16931,12935234,219896,908,207201,540790,1.930979903,0.51787178
457008713,882507842,4445358,840599,1380147,884767,230067,109,4357968,151529,95,1072,20298,337156,363032,11586325,51252,10774,11586325,217147,1060,222144,822379,1.931052553,0.517852297
457299697,883115576,4000082,961039,1467556,953229,261191,237,4129850,176320,120,1227,24509,380423,407383,13753147,54089,10990,13753147,254821,1741,259572,933552,1.931152769,0.517825423
456256248,881148702,4282468,792307,1428248,1392992,201765,219,4207131,152792,120,1217,41140,362512,418052,15779375,112894,16313,15779375,226458,1079,220924,1087286,1.931258379,0.517797106
456490285,881617428,4447897,842724,1399798,951700,244436,963,4312080,158149,125,941,40895,332309,376426,13447870,36490,5285,13447870,217076,513,212657,786026,1.93129505,0.517787274
457212485,883046504,4231528,845219,1543440,419100,238629,159,4252097,172332,100,2189,27222,410606,436516,13117379,76040,8128,13117379,228147,538,237012,471474,1.931370059,0.517767165
457354207,883333092,4397629,866422,1484118,829142,253297,223,4165053,182916,120,1147,25859,391737,418600,13937407,43032,8366,13937407,263660,782,261952,843470,1.9313982,0.517759621
457025227,882706774,4571767,842770,1422206,1063478,224100,313,4525269,167091,140,821,25568,361931,381742,12677253,47904,10281,12677253,229283,2494,216369,1002550,1.931418053,0.517754299
456036917,880923627,4275294,867136,1456714,1055571,241841,169,4324815,174289,75,1227,25323,395780,434528,14773202,43464,3982,14773202,248000,400,256270,1018202,1.931693673,0.517680424
456489786,881799528,4322701,871792,1371416,749366,237733,170,4337252,160446,51,1507,26264,370589,400576,17564376,77575,4238,17564376,239192,532,253664,773635,1.931696075,0.51767978
457655527,884073224,4151643,926884,1542603,1116927,253095,385,4152981,162487,160,771,21991,323225,361368,22436211,161904,6797,22436211,241264,1058,231660,1341444,1.931743794,0.517666992
456909251,882638067,4766736,851412,1459767,425092,256722,181,4527061,168443,148,3067,95308,388560,431748,14354990,82584,2229,14354990,246195,801,240519,432094,1.931757926,0.517663205
456077954,881043486,4241021,882167,1428766,1110946,247418,200,4216449,157651,130,1157,23951,365571,390031,17625067,49215,6205,17625067,273787,638,256227,993951,1.931782666,0.517656576
457373718,883558095,4131029,941140,1544433,1001222,247882,197,4287424,178701,255,1512,20391,368306,404055,13349300,167868,5210,13349300,248263,369,258970,951921,1.931807754,0.517649853
457404241,883643361,4675639,827428,1365695,481948,214117,56,4485528,141358,35,2384,33960,330470,396116,14848056,76406,3356,14848056,244354,444,239571,586025,1.931865256,0.517634445
457286943,883420854,4525185,794295,1472967,881031,222178,137,4658791,151407,50,1527,23238,310436,359784,12654233,117883,5328,12654233,200825,356,208266,861628,1.931874215,0.517632045
457272632,883394955,4287083,889655,1522994,1115045,248372,275,4178564,181017,170,1788,37932,391703,441720,15327151,39436,5904,15327151,251013,444,248481,1043885,1.931878038,0.51763102
455665750,880340663,4380759,888606,1447404,904343,243817,507,4330826,156418,99,2357,37221,342819,376930,12331921,74202,5648,12331921,201293,1233,232035,979710,1.931987785,0.517601616
456457029,881871428,4430112,829570,1453846,1011174,215075,294,4494368,152298,142,1975,29496,354213,377424,13204668,46694,4790,13204668,220133,118,225725,876842,1.931992218,0.517600428
457040279,883060140,4386796,821657,1279766,1013291,230784,302,4341554,152573,180,1252,19947,302257,314316,10796488,41434,6712,10796488,153764,144,163608,1124524,1.932127606,0.517564159
455153068,879415917,3951407,745067,1331511,1151507,234270,458,4087829,156734,150,821,18896,285493,301625,42306500,34627,3381,42306500,265354,525,228002,1192682,1.93213224,0.517562918
457187503,883456529,4611243,769475,1460764,916966,228975,378,4620276,156168,420,1387,28027,340137,385405,12730071,155585,2433,12730071,233842,419,227720,1127961,1.932372436,0.517498584
457291238,883658327,3916013,906924,1354075,847575,222561,256,4014096,152736,175,1578,23534,355943,406568,14222369,177606,6725,14222369,238261,438,246158,828524,1.932375374,0.517497798
456244776,881651081,4153688,916682,1462515,951774,225514,170,4032637,164192,295,1347,25097,367832,389164,13593050,62378,19417,13593050,218453,701,236115,917630,1.932408057,0.517489045
456411492,882006730,4213273,874662,1452782,890835,220116,216,4390848,162297,116,2580,42259,383651,433687,15785476,44861,7858,15785476,249457,594,222434,856141,1.932481424,0.517469398
457649615,884423551,4257185,815155,1300352,1142194,208483,125,4416291,144918,110,1793,32557,338500,363749,13420440,39856,4811,13420440,229211,1635,233806,1225886,1.93253424,0.517455256
456235884,881701226,4269937,908480,1536498,1068466,227300,198,4223150,158209,260,1092,19056,344504,387891,14000176,43828,9768,14000176,266562,1427,257462,1109288,1.932555629,0.517449529
457678392,884501059,4714130,836482,1473487,762045,231283,159,4798177,152212,65,2204,22608,342661,361030,21377419,72360,3970,21377419,250986,1216,245027,801713,1.93258208,0.517442447
455709624,880722428,4097054,875388,1400931,1261554,218357,250,4177478,171705,235,896,20629,385919,410236,13574244,41353,12097,13574244,255384,1177,260180,1198552,1.932639518,0.517427068
455635488,880681539,4287391,828729,1288402,928405,217939,112,4265825,141633,155,956,18129,329126,353239,12804719,41478,6687,12804719,225965,400,234737,943592,1.932864235,0.517366912
457330813,884038952,4683078,744533,1318526,870546,204021,122,4665301,142302,255,2003,22492,308055,335681,13477911,62580,13513,13477911,197695,1372,218384,909473,1.933040431,0.517319754
457106373,883692191,4398677,817100,1445690,934647,215979,241,4594675,153566,145,2179,26159,368192,401097,11852378,82625,3913,11852378,195502,225,174655,808507,1.933230957,0.51726877
457211428,883914982,4301294,847638,1444462,1004486,228926,306,4522297,146223,135,1693,19076,328251,366755,14141617,129208,7690,14141617,227283,577,210955,819230,1.933274034,0.517257245
456182413,882002317,4276793,869549,1364037,972331,232627,178,4278525,170365,110,1217,21353,347305,355377,11179858,39348,8260,11179858,192415,1020,214755,1159825,1.933442175,0.517212261
456682329,882998299,4757563,772075,1409287,969530,211199,156,4728267,147194,115,1347,23108,325211,349877,12012901,172278,6304,12012901,224875,144,217505,916370,1.933506604,0.517195027
457269455,884135921,4729855,844464,1490256,672371,229220,103,4794879,153964,150,1848,22939,348829,377133,13275701,121300,4198,13275701,229218,184,233935,637974,1.933511874,0.517193617
457060120,883762945,4380179,803006,1459124,1156602,222496,294,4297511,173568,355,1107,21981,390019,414386,13546110,51666,7921,13546110,238514,801,232597,1039599,1.933581396,0.517175021
457147495,883951745,4091103,893931,1404714,724221,249591,156,3766081,159708,145,2424,23172,378405,412686,12509401,88003,16198,12509401,223675,363,213081,861988,1.933624825,0.517163406
453717220,877340900,3904920,830668,1390569,1268434,247861,810,3995005,167657,300,946,21952,355136,377599,14040431,108738,4634,14040431,244274,2084,219305,1673102,1.933673357,0.517150426
457233004,884168334,4527816,804189,1406448,806489,210720,203,4637937,147228,130,1449,37487,333301,374131,14916063,47948,5623,14916063,254207,751,249454,672349,1.933736905,0.517133431
456957269,883649164,4323658,793085,1514463,1030521,238748,397,4094324,158096,135,1448,35799,361067,414118,13571614,51619,4301,13571614,255091,970,248478,944129,1.933767606,0.517125221
455950016,881715797,3923618,901724,1379130,1169518,233312,625,3970661,162531,170,1297,19657,358150,380584,14014461,48054,15310,14014461,250789,2517,248480,1277693,1.933799246,0.51711676
457307063,884356570,4745763,761419,1488596,1082390,206647,313,4719939,152375,240,1372,21796,315079,326074,12035365,94863,6237,12035365,235762,1328,238622,1020463,1.933835363,0.517107102
457720682,885213267,4576999,813074,1473836,1007538,222959,220,4570560,150725,130,1362,25784,359263,386098,18294373,31022,7614,18294373,233890,1747,233162,1052758,1.933959512,0.517073906
