cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,IPC,CPI
456762826,853393799,4497245,873841,1374163,1034780,234914,184,4458936,155961,185,1543,21822,331857,346815,12974693,63010,4421,12974693,209662,369,220394,968356,1.86835213,0.535231011
456978051,853860326,4574969,860377,1468115,782232,247115,202,4522135,161340,180,2128,27049,346544,366374,12757135,77369,7595,12757135,221384,181,225387,819417,1.86849308,0.535190636
454648194,849545447,3778187,947611,1336591,753206,302034,1399,3669546,151411,140,866,22917,307353,333030,28084736,33350,9367,28084736,236006,319,218417,940783,1.868577635,0.535166418
457073644,854134513,4562384,963617,1472199,997095,241536,390,4414954,157976,295,1122,26123,390631,431950,24443272,46633,5724,24443272,285605,2028,307235,877559,1.868702176,0.535130752
457449962,854886879,4324921,911294,1490437,1049647,234074,363,4403112,153923,200,1693,20038,384238,416838,12592864,53426,9743,12592864,215332,4036,226368,1156933,1.868809597,0.535099992
456501090,853126316,4611135,877235,1488763,1093733,254500,200,4407849,183803,115,996,21570,370538,389500,13290523,104196,8152,13290523,258933,1228,232984,1096143,1.868837413,0.535092027
457059974,854205089,4189892,924098,1556203,913498,249282,262,4376897,152066,105,1768,24026,352274,390774,16168891,69550,7488,16168891,253605,1027,221092,946138,1.868912479,0.535070535
456017441,852304350,4571004,917192,1535723,649537,255768,181,4575245,156897,100,2270,56440,358186,414539,16592611,64351,7187,16592611,262643,400,271888,586213,1.869017001,0.535040612
455760692,851881689,4231835,838536,1417634,1103240,242989,341,4253140,162216,45,1968,26105,389295,413302,13814619,127510,8841,13814619,226087,215,226653,994127,1.869142521,0.535004682
457429985,855012612,4434970,1006516,1669991,743344,271512,410,4337537,161894,270,1818,22726,337800,374161,13613840,54654,51598,13613840,225274,1382,247320,688984,1.86916608,0.534997939
457072222,854471883,4907979,797281,1473826,723477,225945,237,4750634,153308,111,1949,36499,330281,365986,12158472,59792,5284,12158472,233268,1690,234611,751094,1.8694461,0.534917803
457269630,855028144,4434910,1002045,1721377,835789,270057,378,4332782,161492,180,1557,29707,453310,489464,13950587,87088,2514,13950587,257486,1545,280708,965367,1.869855525,0.534800677
455735184,852293649,4377937,888127,1532113,1226633,231845,610,4340625,171284,250,1798,22638,384644,403141,21517998,59747,19349,21517998,279134,3175,262752,1023472,1.870151085,0.534716156
456078626,852953641,4541775,959908,1652633,702934,276965,256,4635915,181897,185,1698,28337,383991,432406,13384016,81168,8742,13384016,259540,707,266851,619493,1.870189902,0.534705058
456753005,854224164,4758127,813819,1405770,932591,224448,184,4812244,147713,90,2400,22934,339443,364029,5792604,127385,5465503,5792604,41242,106,2830,325876,1.870210277,0.534699233
456816330,854360648,4511852,736464,1337422,1158609,198317,259,4711789,133886,225,1347,18495,304506,346583,18363923,165514,12860,18363923,256306,463,262375,792193,1.870249796,0.534687934
454046414,849244861,3948995,931867,1410858,926721,257067,454,4159040,137557,280,1372,21426,297745,331053,16303932,53389,3994,16303932,247131,2160,268349,911987,1.870392178,0.534647232
453679275,848569638,4699386,814552,1337774,766666,227253,373,4493174,143717,90,1903,23618,321040,354159,12390072,61518,24213,12390072,227964,275,200074,666044,1.870417462,0.534640004
454373432,849913019,4354815,890194,1290383,769999,261594,1286,4239481,138381,185,2003,32596,305078,338547,27909216,66525,4120,27909216,248700,1265,291017,674141,1.870516538,0.534611686
457167519,855156054,4286964,922613,1520545,1165674,240588,128,4007202,180785,170,1267,20253,349872,390016,14196042,175807,6165,14196042,228083,707,226538,1355239,1.870552956,0.534601278
457446760,855717901,4350668,967396,1590445,2669690,241186,898,3616562,107359,100,821,49166,321414,398189,23153537,54190,4704,23153537,284420,1265,276377,816085,1.870639331,0.534576593
456823398,854569466,4502304,872279,1534319,958187,250403,610,4429451,170981,179,2430,42508,319449,372668,12750633,75274,3888,12750633,226059,162,228201,793759,1.870677968,0.534565552
456455214,853913018,4320308,879499,1484016,951293,223213,355,4192633,159867,125,1397,21956,353230,365257,13506998,62549,8716,13506998,226501,1396,241485,977283,1.870748743,0.534545328
456461317,853930490,4237545,955380,1542375,1294121,263371,1327,4013615,154110,235,1057,20031,336172,390508,13775826,252663,8012,13775826,224461,1014,237460,1347741,1.870762008,0.534541537
456035086,853135115,4556305,864411,1462414,668766,222880,137,4697628,147429,701,1843,24074,345620,370332,11713480,76649,6649,11713480,229805,763,245182,707212,1.870766398,0.534540283
457021608,855045528,4375133,978999,1536097,1229781,246061,376,4393505,156327,165,1222,19953,371840,402480,21672420,52718,10012,21672420,258960,1659,288343,1232521,1.870908318,0.534499735
455152533,851572629,4401402,976816,1473989,707698,265072,81,4191162,200129,100,1112,29621,452937,467705,14647235,51848,10651,14647235,267277,976,278483,612413,1.87096098,0.53448469
456826753,854719871,4544111,861907,1429231,857284,237652,34,4278185,163851,120,2549,26878,352634,366029,12363747,73652,4802,12363747,219307,275,230247,1022741,1.870993468,0.534475409
456687886,854554205,4340808,926962,1522220,1254248,262427,338,4315270,171769,200,1167,21150,385638,394754,14045838,151941,12400,14045838,250913,1521,262578,1258836,1.871199634,0.534416522
456007438,853446256,4370608,974971,1483312,956932,261576,216,4424210,172781,145,1648,22703,368508,383566,13884179,63865,8535,13884179,263098,757,260479,835378,1.871562139,0.53431301
456897029,855139995,4227672,847466,1460501,1190258,243848,225,4242586,141489,150,1422,23856,351599,387637,18238190,213792,5020,18238190,243045,795,232758,891361,1.871625204,0.534295006
457464160,856214768,4718146,921923,1638236,623079,262259,427,4547298,163395,167,2339,32194,303478,329195,13351581,64177,5209,13351581,251939,989,256615,750174,1.871654313,0.534286697
456147743,853795094,4511722,929690,1559793,1235618,256420,334,4569829,170200,255,1467,19665,365665,381491,12467624,54624,4351,12467624,231116,1271,226035,1198019,1.871751219,0.534259035
455962254,853453226,4502778,819359,1362819,1106326,242494,380,4415332,136689,49,1411,20034,298791,321627,13385635,60948,3531,13385635,215878,901,226450,946509,1.871762889,0.534255704
457417528,856207145,4430674,928362,1509875,862782,233843,497,4263339,149600,185,1427,27679,319836,353036,37026220,92362,2836,37026220,280700,1561,237968,894306,1.871828456,0.53423699
457278609,855973478,4533329,953993,1521716,1085385,266046,382,4382084,164960,105,851,20425,360465,396078,18278545,167173,10430,18278545,259674,1477,274393,999397,1.871886113,0.534220535
457248909,855958124,4378767,861272,1534027,826160,233555,219,4289743,175898,65,1091,26577,341153,370891,13792161,99700,5641,13792161,214009,826,222823,855480,1.87197412,0.534195419
456143478,853966977,4198772,974135,1472931,1211219,270276,331,4299816,177241,253,1899,37181,395046,427642,12061175,49880,9880,12061175,191258,807,205496,1548253,1.872145538,0.534146507
457333217,856217833,4750904,873125,1508934,801603,242906,297,4769737,157060,156,2171,62334,362761,399390,13210272,70583,5310,13210272,229920,344,226837,694038,1.872196904,0.534131852
454565269,851076161,4142468,911365,1438218,905621,257665,363,3997702,159161,105,1072,25897,355310,371274,14254723,56259,7359,14254723,247508,3595,253052,1254445,1.872285938,0.534106452
453923186,849928141,3910061,921136,1475157,1196751,265870,410,3886857,175545,290,1482,24011,412822,431867,13606355,40922,13112,13606355,238927,851,232817,972375,1.872405216,0.534072428
456840960,855442012,4239506,903015,1531610,1117163,259731,325,4077117,167529,195,1197,24031,366568,384036,14676107,49171,9981,14676107,246679,1709,242993,1081845,1.872516011,0.534040828
454222273,850577491,4309893,908042,1499946,1373788,269433,726,4580443,172556,165,1302,19176,323103,367282,12373232,44333,9086,12373232,209642,795,217739,1031255,1.872601899,0.534016333
457294417,856388632,4593022,799154,1397618,1120407,203914,269,4455287,146233,160,2389,22908,315558,350182,44493421,92886,10036,44493421,252766,1454,212345,1069794,1.872729253,0.533980018
456486068,854879019,4421996,848477,1386739,1350955,228157,387,4420238,161323,222,2506,40403,391930,396086,32150884,42992,10055,32150884,292450,2767,317617,1281491,1.872738467,0.533977391
457208382,856276500,4516909,909071,1523137,915242,252541,454,4536400,181127,170,2359,26876,379022,416103,13132044,58561,4433,13132044,239972,1590,250508,980451,1.8728364,0.533949468
456710679,855372174,4466707,821306,1411060,1294590,247102,485,4354461,164397,85,1232,20973,374373,408692,12643476,165532,12303,12643476,228728,1371,234861,906188,1.872897248,0.533932121
457151572,856219414,4707921,842218,1442458,837455,227036,241,4749585,152677,46,1713,27475,358492,396033,11880422,62732,5597,11880422,203862,356,217819,679089,1.872944263,0.533918718
456936055,855855454,4196111,889077,1593783,961216,258620,961,4189463,171787,195,1983,24430,392394,424195,16200880,72971,5998,16200880,216066,2121,230114,725742,1.873031127,0.533893957
454556503,851516140,4052725,945714,1503057,778780,271319,410,4035745,171137,130,1743,23153,373203,414179,17956154,65724,13275,17956154,290385,1959,259339,927092,1.873289975,0.533820185
457370749,856838743,4877719,840715,1520695,817384,225331,87,4950458,151587,120,2048,32720,320024,366831,21659434,186770,13205,21659434,255171,1340,245195,903310,1.873400835,0.533788595
456090355,854467090,4242384,937405,1479132,1002494,251684,158,4224631,174294,111,1813,35272,357845,395585,14128679,50625,6073,14128679,248608,907,252522,1147041,1.873460117,0.533771704
456969687,856134173,4452624,978909,1562762,1240644,269508,203,4218104,183562,225,1292,22487,388322,412721,14126669,172729,9007,14126669,258504,1897,247958,1356775,1.873503205,0.533759429
457165546,856505228,4639829,857639,1515684,944479,230417,259,4724694,155382,242,2332,35332,332438,376474,12764187,47221,7708,12764187,239207,763,241545,1054703,1.8735122,0.533756866
457352752,856870840,4771285,779599,1335624,1242033,181521,209,4792311,133083,204,2104,33284,313047,335801,11023475,59366,6762,11023475,176830,2285,190738,1208930,1.873544734,0.533747597
456374303,855071685,4717761,766622,1324550,978761,185911,365,4718766,137214,136,1527,18141,315825,334621,17766371,51813,12937,17766371,217199,1239,207358,740721,1.873619262,0.533726366
457134600,856589347,4258475,955131,1546366,1252289,248157,247,4242741,171982,175,841,20985,353415,375939,21450888,154571,8783,21450888,270591,1690,265215,1298729,1.873823042,0.533668323
455880053,854290529,4785985,900179,1488698,770934,234826,84,4687619,159201,165,1894,39268,362442,417413,13766604,70669,5711,13766604,275359,826,261472,772103,1.873937066,0.53363585
456214048,855049438,4396848,924116,1461757,1129614,252335,194,4359576,169122,155,1142,24215,404446,449038,24329454,176855,21275,24329454,275474,920,264181,1125095,1.874228647,0.533552831
455078537,853007429,4572864,882972,1485285,1092622,252764,507,4598141,167424,270,1377,20512,336815,361382,12694572,55501,8064,12694572,218062,1924,235143,1182453,1.874418061,0.533498914
457358618,857316859,4514120,1009450,1664271,795691,259969,209,4444340,154982,179,3768,40996,424273,448997,17194204,79360,9743,17194204,298838,1609,264973,858479,1.87449591,0.533476757
454833059,852585077,4634225,824502,1539479,1055191,233986,326,4723871,162658,210,1427,28402,328274,365595,13903463,56728,18891,13903463,241264,1897,247322,1092083,1.874501117,0.533475276
456499300,855725452,4551111,877756,1546955,1120571,238848,899,4407339,159059,237,1337,30029,351844,407336,18364833,53236,19178,18364833,266702,3418,243303,1227190,1.874538366,0.533464675
456421495,855590181,4624286,921088,1624582,752010,254662,259,4642819,185682,145,2224,26753,421151,451244,12958032,77964,6048,12958032,223819,676,200646,914720,1.874561541,0.53345808
457381283,857392468,4286477,979421,1448172,905444,258690,162,4299803,168325,295,1938,23984,382865,405847,22029108,64573,10457,22029108,265594,807,263499,797270,1.87456833,0.533456148
455864275,854558296,4246385,887229,1423703,1252378,247928,234,4334208,156117,385,1589,41768,353634,414782,11923664,63528,7082,11923664,211491,419,234080,1047596,1.874589308,0.533450178
454947364,852918376,4157202,1034136,1737559,933828,285326,707,4099008,198257,105,2519,26588,435493,452054,24822985,74110,11112,24822985,319924,3762,315160,772682,1.87476276,0.533400823
456921518,856640671,4530395,847482,1488285,1028908,206361,225,4648221,130543,285,1092,17513,314237,360627,12965957,51877,7182,12965957,234500,1108,216780,1009876,1.874809212,0.533387608
456661652,856205090,4515074,925320,1600654,1162752,249060,1016,4686211,176777,260,1652,17671,382390,413470,14090110,68623,11226,14090110,267344,2479,251459,981761,1.874922245,0.533355451
452207241,847867739,4224998,876787,1488311,877455,247244,177,4423557,151088,105,1598,23642,350454,389330,13051419,57420,11122,13051419,241188,1672,238446,920205,1.87495392,0.533346441
457237440,857324257,4377225,864136,1432781,1144581,223306,178,4195201,151558,343,1652,38626,387707,458490,12637856,43355,8684,12637856,196945,726,181297,1188571,1.875008873,0.53333081
456274480,855524810,4495866,831915,1424278,1023259,220859,134,4528259,150850,65,1367,22230,338179,362366,12776221,49734,5309,12776221,223447,945,238709,1113080,1.875022267,0.533327
457301349,857461843,4461297,863132,1356388,1042125,209127,209,4507496,152473,227,1482,20238,359146,384191,12082248,69183,29650,12082248,205137,907,215961,1019001,1.875047701,0.533319765
456586502,856125716,4463394,827408,1445951,1252479,217072,200,4330919,154511,390,2194,26024,353427,387723,12980101,76994,15046,12980101,194069,432,204533,857067,1.875056999,0.533317121
457141099,857190050,4534114,850263,1354524,915287,217542,103,4561131,161138,100,1935,34572,328136,377715,12427178,69551,6330,12427178,221435,256,219906,1049370,1.875110446,0.533301919
457167420,857252329,4712004,831096,1387466,777130,213063,140,4694976,153471,74,2773,40428,367056,402075,23025055,57711,5704,23025055,256394,294,250516,637809,1.875138716,0.533293879
457279596,857481291,4564432,925277,1561663,889108,257470,749,4640460,155157,220,1507,20153,381141,399343,34151442,57738,7301,34151442,311161,2329,272040,972263,1.875179427,0.533282301
455499072,854151047,4335237,928201,1392488,1028083,261984,144,4364879,161323,225,986,24257,357959,394453,13522008,40227,4921,13522008,238967,1495,256520,1469231,1.875198216,0.533276958
454546268,852369662,4124307,798769,1217332,780486,203916,259,4267315,141301,90,1558,20809,329808,364023,12061212,54961,6180,12061212,209358,388,195821,1275251,1.875209901,0.533273635
457806424,858493582,4630526,839859,1412582,1088930,232338,444,4673044,152107,421,1672,18508,341065,370749,13082751,64966,9773,13082751,228326,1208,222392,1064764,1.875232712,0.533267148
456158024,855447337,4260980,930530,1506129,968350,235982,372,4398280,164412,190,2225,41905,326725,394918,15155191,76615,11001,15155191,263697,4989,261565,1354302,1.875331118,0.533239165
457265439,857528185,4501357,882527,1545405,1251895,229177,863,4260296,167922,330,2033,19958,368727,399554,13017788,67692,8423,13017788,233747,2317,218487,1175294,1.875340036,0.533236629
455257661,853769176,4517574,865940,1605076,1015208,252739,351,4159672,173548,105,1562,29801,383946,396952,18103643,46782,6644,18103643,261176,920,260590,1025457,1.875353781,0.533232721
455258941,853782311,4601736,844970,1352331,1359067,235122,566,4513413,176445,345,1292,19684,411469,423499,23983305,51470,6951,23983305,262287,1509,242475,1045349,1.87537736,0.533226017
454474071,852322058,4522676,835068,1485748,1028715,225608,297,4443670,158077,405,1262,19261,295539,321451,14221288,43488,6355,14221288,247791,532,217938,1058399,1.875403048,0.533218713
455250399,853785424,4084506,937773,1494510,971540,273263,241,4140832,169748,315,1948,22431,391795,405186,14099480,77750,8953,14099480,228858,1776,231664,886172,1.875419387,0.533214068
454088391,851607007,4162948,988529,1410042,553928,282640,206,4257161,175521,90,2184,26852,352531,366465,31460676,171332,4575,31460676,286156,789,267609,1243768,1.875421226,0.533213545
456192851,855555880,4582906,878727,1423436,799900,261402,312,4469677,176635,380,1763,27067,382510,400521,14647395,66641,8422,14647395,242708,1196,266937,907506,1.875425882,0.533212221
451919049,847727724,4689766,696057,1320981,989852,198108,388,4661849,147102,165,1447,26902,392667,440463,14019712,111293,16319,14019712,218819,920,207629,1019718,1.875839768,0.533094573
452733980,849260230,4115740,891182,1456790,1186769,267017,435,4116409,167500,160,1683,23554,347231,376866,12869867,184732,8819,12869867,216035,1628,216102,1002420,1.875848219,0.533092171
457310784,857936827,4710432,875905,1562700,1230283,250690,681,4306118,183176,195,1062,22981,353918,379696,14519473,43133,9508,14519473,234934,1415,237313,1242946,1.876047662,0.533035498
457168524,857789244,4325384,967902,1617274,1030024,263652,181,4262353,189845,105,876,24055,382555,402024,14896328,35892,6109,14896328,269728,1717,257738,1235374,1.876308624,0.532961362
455335145,854360494,4762058,780420,1422777,969873,216713,270,4951321,144201,40,2449,23877,320997,353473,11837477,56285,4721,11837477,227867,125,229239,602093,1.876333297,0.532954354
455800607,855281432,4030928,1057749,1531394,703044,289483,43,4040654,193106,95,1773,28734,421519,461462,15121927,71279,10739,15121927,261526,388,259248,817724,1.876437677,0.532924708
456942840,857431770,4699920,854166,1429496,992239,241268,212,4640240,162882,80,1112,23014,369278,400497,13078736,37065,14734,13078736,245308,1758,243778,1058945,1.876453015,0.532920351
457140875,857856043,4600901,850225,1488352,952109,219586,187,4649262,151948,204,3087,51318,342532,362551,13783351,90931,4583,13783351,218244,482,219040,921536,1.876568231,0.532887632
453423554,850887921,4052630,859536,1446587,1257304,249786,288,4166101,153748,165,1728,21581,334437,360164,12127647,68969,2930,12127647,211165,2001,218907,1139272,1.876585178,0.532882819
452143191,848501454,4384671,898336,1447513,1058184,255183,632,4365398,167497,210,1684,23940,385980,422577,14800851,48804,10000,14800851,256212,1721,281295,1093204,1.876621103,0.532872618
457342833,858271903,4232398,965485,1493475,1204854,257501,231,4322089,167547,148,1851,34707,477694,501056,18507242,57811,10112,18507242,293460,763,295064,1024661,1.876648853,0.532864738
453879060,851773187,4214282,879193,1463591,1027883,263787,125,4327112,168195,185,1318,23594,357953,376154,13498527,156593,8498,13498527,240795,313,247599,837157,1.876652311,0.532863756
457373371,858333378,4781912,783463,1423516,855837,206501,153,4606751,155412,155,2319,25005,349033,382554,12676262,85011,9849,12676262,197575,1036,210295,819584,1.876657961,0.532862152
457434258,858471436,4543731,900698,1507056,843954,249548,100,4472079,165924,185,1417,19691,335838,362598,13429063,63549,5904,13429063,223864,1397,206088,1025623,1.876709977,0.532847383
456186094,856319161,4828080,812046,1438091,852121,229564,90,4780655,148335,200,1447,24119,351207,370955,12545124,54118,5096,12545124,222398,1039,220321,885654,1.87712684,0.532729051
456838754,857595943,4260553,901992,1370029,1056114,226755,331,4588050,150909,180,2394,30287,313360,374760,12734626,193586,3278,12734626,205634,951,217626,998105,1.877239913,0.532696963
455304255,854788061,4619296,814770,1434708,1377132,246004,476,4282505,168965,200,937,23856,349148,382835,14625842,58731,4321,14625842,255104,663,238181,887588,1.877399676,0.532651631
456175646,856433499,4296848,864437,1443048,812072,209948,147,4261598,164406,195,2159,26901,355509,377326,12202617,66878,8773,12202617,217912,244,216127,821519,1.877420477,0.53264573
455733045,855633238,4545318,876778,1491005,1227922,243511,413,4508340,155313,135,881,20027,371240,393493,14402156,36600,8729,14402156,244046,2350,249161,1139460,1.877487813,0.532626626
457609322,859163805,4336725,859183,1517743,1069873,220563,428,4505736,156516,335,1628,17047,351998,385511,12668783,51904,5717,12668783,226121,2802,238308,1162385,1.877505033,0.532621741
457394029,858836126,3647006,9710408,14111671,496951,84197,24849969,948335,50,403348,1088,20360,260403,380437,12439132,80737,6612,12439132,220754,851,222312,878995,1.87767236,0.532574277
455840519,855919789,4169510,961261,1394378,767014,246659,191,4004569,161666,230,1878,27903,388128,449288,13306369,65813,4176,13306369,232934,688,240657,877014,1.877673777,0.532573875
456391267,857013857,4032893,830971,1428099,998927,240351,294,4359983,161606,260,1913,27671,352725,393544,21173023,100038,4997,21173023,248647,588,227078,1169239,1.877805118,0.532536625
457509434,859116068,5050214,790394,1466367,660404,198482,195,4848589,148363,285,1998,23594,341991,378364,12630965,52719,9499,12630965,224248,507,205682,700832,1.877810607,0.532535068
457433505,859040551,4452359,949744,1536929,1225360,269359,494,4429158,166312,145,1112,22377,379775,395273,14683445,44565,9267,14683445,218338,845,228944,1156908,1.877957215,0.532493495
456851015,858007946,4482421,897229,1493517,978389,238138,284,4472903,169832,150,1437,23549,359457,377969,19483281,58048,9060,19483281,249714,926,262439,810999,1.878091364,0.532455459
457294239,858842074,4520808,913084,1521978,1176683,257507,501,4519556,157550,130,1242,23026,372449,402600,13798681,53134,2385,13798681,242351,632,240520,1143635,1.87809511,0.532454397
455873125,856209207,4366013,901326,1494542,930572,230806,203,4580447,151788,255,1247,21088,317311,337620,10460717,51035,7490,10460717,171823,532,178457,1042875,1.878174343,0.532431935
456568464,857538263,4138564,859963,1364744,1028850,252675,573,4456151,166836,195,1508,22268,371879,384123,17602592,50710,9533,17602592,224453,2540,198208,6262166,1.878224912,0.5324176
455909357,856308358,4382372,860452,1318331,780491,229876,142,4605537,167661,95,1437,25206,375271,403104,13591910,58450,9598,13591910,224336,125,184170,1326216,1.87824256,0.532412597
456905674,858232477,4517116,859554,1434489,668952,225594,170,4542246,159605,70,1818,27769,320774,339327,10975240,78584,10750,10975240,185713,237,186774,737289,1.878358107,0.532379846
457126284,858679734,4559514,833285,1447079,941499,221873,376,4470970,163639,215,1637,30440,321418,349388,13060560,64788,4965,13060560,196355,356,207965,1033669,1.878430018,0.532359465
454805415,854327119,3683218,928940,1459045,1327388,280815,579,3635439,171267,135,1062,23516,367619,396220,15231871,36015,8435,15231871,250665,832,222474,1266159,1.878445354,0.532355119
456439678,857505096,4099499,842608,1325097,991637,223043,313,4230866,147170,80,1046,39275,395353,383468,13996256,171890,11310,13996256,233122,582,241064,924752,1.878682195,0.532288006
456710125,858043627,4177694,897599,1416559,1362493,228246,184,4129499,162752,140,1393,31945,335459,391352,24233328,54116,8398,24233328,279953,1540,253853,1289071,1.878748861,0.532269119
455558749,855894615,4195541,686401,1368708,795940,162925,60,4296386,128880,95,1973,26682,300946,365468,12913867,67549,3719,12913867,209460,156,200034,867656,1.878779887,0.532260329
457391172,859342249,4565389,896793,1513703,1215723,247391,256,4575594,170179,215,1077,21370,408492,420528,13246880,40552,18703,13246880,248140,1623,246677,1297505,1.878790632,0.532257285
456057338,856882556,4470661,863248,1351386,1077168,212976,219,4490428,155345,205,1542,20053,354565,388456,12768592,59788,7652,12768592,223028,475,235269,1639632,1.878892158,0.532228524
457305523,859337430,4436091,965663,1634352,679708,280786,219,4571870,202921,65,2589,28776,395985,436964,14709129,73913,6066,14709129,274631,513,273194,852173,1.879131974,0.532160601
456181479,857307104,4394580,902456,1352424,741113,250522,46,4514833,184177,235,1252,26233,405042,426498,19619511,54059,8640,19619511,267244,751,269965,792650,1.87931151,0.532109762
454965617,855022629,3816359,1030763,1589850,970791,292770,544,3827524,191829,180,1092,22473,375443,390766,13547907,63404,15686,13547907,217731,2144,220349,1203340,1.879312627,0.532109445
456821459,858521735,4593556,820640,1356135,970978,219427,144,4545635,152316,65,986,21300,321216,361562,12722413,52625,5980,12722413,226724,1536,233460,1046817,1.879337579,0.532102381
458121348,860970571,4733400,792168,1370356,977827,209092,100,4678562,140728,250,1517,34914,330003,366681,12278742,48189,5184,12278742,227633,319,232685,1008629,1.879350471,0.532098731
455531434,856121874,4424018,897733,1363322,851934,243792,153,4566598,168950,255,1347,24261,364246,397764,13303554,53864,8278,13303554,216338,118,218289,720742,1.879391432,0.532087134
457172879,859242581,4425396,921617,1531595,1156170,258610,338,4338345,169379,170,1472,23592,396165,442105,15176754,91039,4627,15176754,276009,1183,277636,1204157,1.879469716,0.532064971
457068951,859048269,5077080,775485,1473524,639497,210565,159,5072185,135222,90,1878,22718,311621,341070,10855654,175891,4036,10855654,222456,256,229413,713145,1.879471942,0.532064341
457275875,859530862,4191110,1036568,1726302,882057,288264,510,4263159,186335,160,1422,22597,356522,386222,12390720,50790,3506,12390720,223652,1586,247600,936603,1.879676819,0.532006348
457277770,859552945,4332492,970433,1566388,970021,259156,272,4396919,169732,135,1336,37719,389584,419885,14738124,46434,11058,14738124,248374,1033,237269,1197899,1.879717321,0.531994885
455801034,856814462,4987901,861172,1447576,684364,246422,131,4969855,170002,55,1888,26583,352307,376199,11017336,158383,2648,11017336,165403,288,198453,648275,1.879799294,0.531971686
456305898,857786044,4762957,803229,1403576,1079461,213543,313,4882821,140042,100,1472,18198,308587,343142,11278626,163160,8476,11278626,201971,488,190930,1044729,1.879848689,0.531957708
457878526,860767710,4445362,860418,1479987,1353852,206195,237,4493553,157345,175,1332,19203,368225,408307,13606302,173692,8869,13606302,225980,676,227754,1184895,1.879904082,0.531942033
456504586,858235817,4663196,845996,1448967,992962,235034,219,4685605,154613,110,1332,23445,361138,385830,12068466,51630,3350,12068466,213610,2185,253044,903744,1.880015762,0.531910434
457312794,859806847,3975059,838189,1755015,974540,234204,330,3978793,167587,140,1056,20037,367188,399868,15999798,50238,7439,15999798,236351,745,234281,1144075,1.880128565,0.531878521
457414158,860064651,4374471,867846,1463402,1107677,223853,394,4342714,166892,290,1988,19567,382829,428424,13042940,178756,19100,13042940,232524,1690,235852,1286779,1.880275536,0.531836947
456083781,857614780,4125119,831276,1461283,994422,230917,284,4121218,159347,213,661,18580,307649,337648,14165381,46031,6324,14165381,211169,857,221859,1004308,1.880388682,0.531804945
457282967,859872873,4205050,1006980,1677672,1019357,287031,241,4078110,198077,300,1863,37723,351351,380931,13939082,62187,5384,13939082,243279,1383,239694,1341149,1.880395587,0.531802992
455788852,857298416,4563124,764150,1376883,547504,220007,131,4673657,143532,130,1412,21466,288131,304545,10627579,49382,20902,10627579,211996,1692,223768,538917,1.88091133,0.531657173
457273534,860145564,4698759,762998,1386007,774162,194400,144,4283012,133211,150,1978,22653,311119,352768,11030950,188703,9760,11030950,172929,194,180054,737158,1.881030718,0.531623429
455923335,857663366,4237183,945979,1398431,948347,267018,426,4172024,167747,241,2177,38739,397035,420132,17538260,71254,9211,17538260,259928,908,241684,878334,1.881156984,0.531587745
454840974,855651661,4314431,867332,1389987,875309,230787,284,4158088,159127,626,2694,24730,355887,384560,14814521,97627,10256,14814521,221844,607,212017,842592,1.881210599,0.531572595
456836399,859407736,4293448,928720,1466452,1293091,269477,341,4275518,191749,198,2140,44335,407120,418641,16986702,53363,20970,16986702,208212,1340,237689,1227114,1.881215546,0.531571197
457668645,861002700,4324363,961120,1461614,1145863,257879,234,4434259,160382,170,1542,20569,383171,412799,12491058,59921,4452,12491058,228507,889,231796,1005447,1.881279632,0.531553089
457135700,860061555,4408534,904502,1493100,1030064,255057,203,4405870,173217,120,1307,29836,369473,413117,14522961,48095,26454,14522961,259673,1644,247106,1000857,1.881414107,0.531515096
453498723,853251291,4411289,809881,1474356,1004779,244590,291,4587825,147132,55,1482,24087,314879,337462,12792513,61163,6747,12792513,214191,1207,203722,789262,1.881485543,0.531494916
457763299,861293781,4406496,962015,1712136,911970,259862,397,4314623,198702,340,3055,26715,387238,424595,17293068,159470,12795,17293068,267432,974,269834,848116,1.881526507,0.531483344
456068436,858114470,4586840,884995,1547684,1175227,252213,391,4386665,184456,130,1122,19808,351158,386652,12526436,36796,4821,12526436,228057,876,230269,1088393,1.881547597,0.531477387
456485633,858960243,4092980,922931,1481246,1002590,253532,1399,3704558,133055,135,1848,21894,337979,360876,33381480,168979,12570,33381480,284546,1371,283890,839679,1.881680782,0.531439769
455373544,856880053,4116635,846854,1295297,794348,236956,238,4527511,153088,125,2349,30497,345556,390395,19213925,49545,28960,19213925,259560,1051,277429,914512,1.881708027,0.531432074
456062698,858220026,4144086,943457,1515967,935119,238734,134,4131214,183435,240,1377,42887,399936,443008,15334798,43589,8071,15334798,246823,701,242908,1025725,1.881802721,0.531405332
440530609,829078842,4608478,756101,1376690,799811,215495,76,4614917,151798,781,1873,21494,307170,334373,14703654,102223,6518,14703654,232152,175,230673,918812,1.882000535,0.531349477
